,city,v_w,t2m,blh,sp,tcc,tp,inversion_0/1,PM10,PM25,NO2,CO,month,year,day,hour,day_of_week
482,LD,2.9551909735916713,289.61353,1210.6492,99731.44,0.034088135,0.0,1,12.0,8.4645,8.0,0.293,May,2023,1,12:00:00,Monday
483,LD,3.445633445484078,287.3545,273.12134,99456.0,0.7084961,0.0,1,8.0,3.4749,4.9,0.33,May,2023,1,18:00:00,Monday
484,LD,4.257362993913918,281.97925,200.54984,99336.625,0.98999023,0.0,0,15.0,9.4446,7.2,0.35,May,2023,2,00:00:00,Tuesday
485,LD,5.286356195026801,286.24,568.1636,99283.375,1.0,0.0,1,20.0,12.3849,17.2,0.527,May,2023,2,06:00:00,Tuesday
486,LD,3.803589851693432,289.51465,1091.53,99601.375,1.0,8.869171e-05,1,17.0,12.3849,6.8,0.387,May,2023,2,12:00:00,Tuesday
487,LD,2.5493740271383367,287.4126,369.27734,99811.75,1.0,0.0,1,21.0,12.3849,7.2,0.399,May,2023,2,18:00:00,Tuesday
488,LD,1.8027199518161343,283.03076,176.85362,100124.69,0.7030029,3.8146973e-06,1,11.0,9.4446,5.9,0.344,May,2023,3,00:00:00,Wednesday
489,LD,2.491919697586812,282.20557,463.12988,100350.94,0.41308594,0.0,1,11.0,9.4446,6.1,0.346,May,2023,3,06:00:00,Wednesday
490,LD,3.3871823807529777,286.42456,1753.396,100417.25,0.7845764,0.0,1,7.0,4.455,3.6,0.291,May,2023,3,12:00:00,Wednesday
491,LD,2.193706929767124,283.6765,80.245575,100385.375,0.032958984,0.0,1,6.0,3.4749,4.9,0.348,May,2023,3,18:00:00,Wednesday
492,LD,1.347006904455132,276.82812,16.204514,100393.94,0.0,0.0,1,10.0,7.3953,16.1,0.803,May,2023,4,00:00:00,Thursday
493,LD,0.6562856487304891,283.125,96.32889,100391.75,0.006439209,0.0,1,10.0,6.4152,20.3,1.017,May,2023,4,06:00:00,Thursday
494,LD,1.382510106423255,289.6023,1772.8438,100223.44,0.0039978027,0.0,1,8.0,4.455,4.7,0.327,May,2023,4,12:00:00,Thursday
495,LD,2.2480761815010295,285.61206,57.463364,100041.56,0.9365845,0.0,1,12.0,4.455,9.5,0.398,May,2023,4,18:00:00,Thursday
496,LD,1.9209248192993942,280.33618,57.072342,99996.44,0.979126,0.0,1,18.0,10.4247,15.0,0.354,May,2023,5,00:00:00,Friday
497,LD,0.27819214842933454,283.96313,91.465546,100009.94,0.98913574,0.0,1,25.0,14.3451,34.3,0.655,May,2023,5,06:00:00,Friday
498,LD,2.235063808270471,289.94507,2046.8372,99976.19,0.8244629,5.2452087e-06,1,15.0,7.3953,7.6,0.351,May,2023,5,12:00:00,Friday
499,LD,5.111709590616068,285.80225,584.9197,99972.31,0.9700012,0.0,1,27.0,9.4446,9.1,0.508,May,2023,5,18:00:00,Friday
500,LD,5.378983895096251,281.27515,470.3037,99926.875,0.9677429,0.0,1,11.0,7.3953,7.0,0.345,May,2023,6,00:00:00,Saturday
501,LD,5.875973731513067,281.71753,515.104,99827.625,1.0,2.9087067e-05,1,9.0,5.4351,6.6,0.36,May,2023,6,06:00:00,Saturday
502,LD,6.687399657336556,282.04346,613.7317,99683.25,1.0,0.00048160553,1,19.0,7.3953,9.1,0.388,May,2023,6,12:00:00,Saturday
503,LD,7.296335406915626,280.08325,917.7649,99734.31,1.0,0.001388073,1,10.0,8.4645,5.8,0.492,May,2023,6,18:00:00,Saturday
504,LD,4.603216629850882,278.67285,622.8352,99847.625,1.0,1.8119812e-05,1,5.0,4.455,3.0,0.358,May,2023,7,00:00:00,Sunday
505,LD,5.613559501779669,279.0442,745.57983,100089.625,1.0,4.2915344e-06,1,5.0,4.455,2.8,0.349,May,2023,7,06:00:00,Sunday
506,LD,5.3891011108884435,282.45117,1056.7983,100360.625,1.0,9.536743e-06,1,6.0,5.4351,4.4,0.385,May,2023,7,12:00:00,Sunday
507,LD,3.2423719113402925,281.6255,689.53,100460.875,0.0,0.0,1,7.0,4.455,6.3,0.382,May,2023,7,18:00:00,Sunday
508,LD,1.8698363933268232,274.93726,80.45839,100634.69,0.0,0.0,1,11.0,9.4446,8.4,0.491,May,2023,8,00:00:00,Monday
509,LD,3.5493643949760063,279.85425,483.68433,100815.56,0.0,0.0,1,14.0,11.4048,17.4,0.492,May,2023,8,06:00:00,Monday
510,LD,4.260581777172167,286.41528,1871.4431,100739.56,0.7545471,0.0,1,10.0,6.4152,6.7,0.363,May,2023,8,12:00:00,Monday
511,LD,2.265809369635056,284.1797,116.6422,100653.25,0.0,0.0,1,8.0,5.4351,9.4,0.358,May,2023,8,18:00:00,Monday
512,LD,2.1776821117810266,274.8086,59.102173,100634.875,0.0,0.0,1,14.0,10.4247,21.4,0.538,May,2023,9,00:00:00,Tuesday
513,LD,3.63343768690302,283.1338,367.75073,100575.31,0.0,0.0,1,19.0,13.365,31.6,0.548,May,2023,9,06:00:00,Tuesday
514,LD,5.516237470650136,289.28833,1819.7234,100269.75,0.0035705566,0.0,1,12.0,5.4351,5.2,0.362,May,2023,9,12:00:00,Tuesday
515,LD,3.61111909803071,286.302,354.72314,99953.625,0.0,0.0,1,13.0,5.4351,7.5,0.388,May,2023,9,18:00:00,Tuesday
516,LD,4.985890419491889,279.69263,339.8977,99822.875,0.008026123,0.0,1,13.0,7.3953,7.7,0.334,May,2023,10,00:00:00,Wednesday
517,LD,5.1895578789446635,283.80054,362.10645,99741.69,0.0,0.0,1,14.0,7.3953,14.1,0.415,May,2023,10,06:00:00,Wednesday
518,LD,6.366466389809814,290.67017,1738.3896,99628.94,0.0132751465,0.0,1,17.0,6.4152,5.3,0.375,May,2023,10,12:00:00,Wednesday
519,LD,4.112928695162582,288.2124,455.7871,99638.06,0.111083984,0.0,1,16.0,6.4152,7.1,0.376,May,2023,10,18:00:00,Wednesday
520,LD,4.905781347821793,281.26978,396.87256,99749.25,0.44815063,0.0,1,15.0,7.3953,7.7,0.321,May,2023,11,00:00:00,Thursday
521,LD,4.73598897258326,284.04858,310.4453,99805.0,0.5471802,0.0,0,16.0,8.4645,19.3,0.422,May,2023,11,06:00:00,Thursday
522,LD,5.790140757081925,291.90527,1517.0305,99724.81,0.015991211,0.0,1,16.0,6.4152,5.2,0.307,May,2023,11,12:00:00,Thursday
523,LD,3.8934728426083867,289.33276,370.69385,99712.5,0.028533936,0.0,1,20.0,8.4645,9.1,0.356,May,2023,11,18:00:00,Thursday
524,LD,4.797672932877293,282.17773,339.354,99832.19,0.0,0.0,1,17.0,9.4446,9.6,0.272,May,2023,12,00:00:00,Friday
525,LD,5.2522315159570985,285.70215,545.1721,99963.375,0.0,0.0,1,19.0,10.4247,15.2,0.394,May,2023,12,06:00:00,Friday
526,LD,6.996406799212588,292.48853,2123.6404,99952.31,0.18765259,0.0,1,21.0,6.4152,5.8,0.295,May,2023,12,12:00:00,Friday
527,LD,3.3754744888884263,289.13647,336.49023,99994.06,0.013580322,0.0,1,20.0,7.3953,8.8,0.331,May,2023,12,18:00:00,Friday
528,LD,3.1869396248960804,281.9148,150.41408,100069.75,0.0,0.0,1,22.0,13.365,10.8,0.35,May,2023,13,00:00:00,Saturday
529,LD,3.3371303957282534,286.65698,254.99052,100178.5,0.0,0.0,1,21.0,13.365,11.6,0.311,May,2023,13,06:00:00,Saturday
530,LD,5.519363740913132,293.2151,2528.931,100117.0,0.33261108,0.0,1,18.0,6.4152,4.5,0.295,May,2023,13,12:00:00,Saturday
531,LD,2.329707781307081,289.36816,82.01422,100009.375,0.021728516,0.0,1,17.0,8.4645,4.0,0.319,May,2023,13,18:00:00,Saturday
532,LD,1.7484272098439249,280.15845,31.77771,100028.19,0.046417236,0.0,1,27.0,17.3745,19.6,0.663,May,2023,14,00:00:00,Sunday
533,LD,2.9237173494083453,287.27002,276.0818,99935.69,0.10592651,0.0,1,19.0,12.3849,9.5,0.537,May,2023,14,06:00:00,Sunday
534,LD,5.845547825013314,293.2119,2132.4023,99639.875,1.0,5.722046e-06,1,14.0,5.4351,2.5,0.313,May,2023,14,12:00:00,Sunday
535,LD,2.106042739115731,290.81567,108.4879,99363.19,1.0,0.0,1,12.0,6.4152,8.7,0.35,May,2023,14,18:00:00,Sunday
536,LD,3.458833043885111,286.91455,216.02574,99052.56,1.0,1.4305115e-05,1,16.0,9.4446,6.8,0.312,May,2023,15,00:00:00,Monday
537,LD,4.736735686492766,285.10693,520.5315,98667.69,1.0,0.000333786,1,9.0,7.3953,13.8,0.438,May,2023,15,06:00:00,Monday
538,LD,3.1980167025941575,287.06592,476.13477,98470.56,0.95947266,9.8228455e-05,1,17.0,14.3451,9.6,0.633,May,2023,15,12:00:00,Monday
539,LD,3.997063090340596,286.19263,528.9404,98407.69,0.31356812,2.0980835e-05,1,7.0,6.4152,12.3,0.504,May,2023,15,18:00:00,Monday
540,LD,5.028680529512978,283.99414,535.5071,98631.44,0.28341675,0.0,1,14.0,11.4048,3.4,0.347,May,2023,16,00:00:00,Tuesday
541,LD,5.740743939070455,286.24487,621.65576,98819.0,0.42056274,0.0,1,20.0,16.3944,8.1,0.354,May,2023,16,06:00:00,Tuesday
542,LD,2.828070528134636,290.7444,1365.0066,99153.44,0.99642944,0.0,1,8.0,5.4351,4.4,0.334,May,2023,16,12:00:00,Tuesday
543,LD,1.9522797489023123,287.27295,229.48439,99195.625,1.0,0.0,1,12.0,8.4645,9.7,0.513,May,2023,16,18:00:00,Tuesday
544,LD,3.8425740132080097,284.6377,292.85034,99260.5,1.0,0.00084877014,1,19.0,16.3944,3.6,0.361,May,2023,17,00:00:00,Wednesday
545,LD,4.8453916113216735,283.00317,456.76904,99391.75,1.0,0.000667572,1,14.0,12.3849,5.9,0.462,May,2023,17,06:00:00,Wednesday
546,LD,4.266484726895364,284.54565,836.0676,99622.625,1.0,0.00025463104,1,11.0,6.4152,4.1,0.346,May,2023,17,12:00:00,Wednesday
547,LD,3.9210093860191155,283.96338,552.7527,99861.44,1.0,8.392334e-05,1,15.0,10.4247,10.4,0.333,May,2023,17,18:00:00,Wednesday
548,LD,4.026903400979661,280.54858,529.0442,100153.06,0.2765503,0.0,1,10.0,4.455,3.3,0.259,May,2023,18,00:00:00,Thursday
549,LD,4.299119147098859,281.1543,686.0676,100335.0,0.9920044,0.0,1,7.0,4.455,9.0,0.398,May,2023,18,06:00:00,Thursday
550,LD,3.4019730163659863,286.52222,1133.0747,100394.25,1.0,0.0,1,6.0,3.4749,3.0,0.318,May,2023,18,12:00:00,Thursday
551,LD,1.7442938073395526,284.87378,287.81616,100377.375,1.0,0.00010919571,1,7.0,2.4948,8.0,0.471,May,2023,18,18:00:00,Thursday
552,LD,1.8724899106606956,282.2483,272.53345,100499.375,1.0,0.00031280518,1,11.0,8.4645,9.2,0.389,May,2023,19,00:00:00,Friday
553,LD,4.415639810520387,283.38574,627.844,100448.0,0.99557495,6.198883e-05,1,9.0,7.3953,17.6,0.557,May,2023,19,06:00:00,Friday
554,LD,2.2866485625338866,285.52173,564.5178,100447.125,1.0,5.054474e-05,1,13.0,10.4247,11.3,0.487,May,2023,19,12:00:00,Friday
555,LD,2.0327245519366266,285.72632,384.8142,100414.25,1.0,1.4781952e-05,1,22.0,18.3546,14.8,0.596,May,2023,19,18:00:00,Friday
556,LD,0.8491927405520472,284.84326,50.993393,100460.31,1.0,9.536743e-06,1,27.0,23.3442,14.4,0.453,May,2023,20,00:00:00,Saturday
557,LD,2.709004652355134,286.3911,476.1875,100443.625,0.6947632,3.8146973e-06,1,29.0,23.3442,13.7,0.495,May,2023,20,06:00:00,Saturday
558,LD,3.480616272384309,293.41455,895.0581,100275.875,0.8161011,4.7683716e-07,1,27.0,20.3148,5.9,0.487,May,2023,20,12:00:00,Saturday
559,LD,3.06592288714141,292.99536,392.25366,100151.56,0.18939209,8.106232e-06,1,25.0,13.365,4.9,0.515,May,2023,20,18:00:00,Saturday
560,LD,3.831717235737304,286.89673,249.30359,100108.31,0.08755493,0.0,1,21.0,14.3451,6.5,0.479,May,2023,21,00:00:00,Sunday
561,LD,3.800305588707902,290.24243,257.4995,100038.125,0.27062988,0.0,1,14.0,8.4645,4.9,0.394,May,2023,21,06:00:00,Sunday
562,LD,4.788337436057435,296.23877,1513.9883,99890.31,0.38442993,0.0,1,13.0,4.455,3.6,0.426,May,2023,21,12:00:00,Sunday
563,LD,3.157658150096714,293.1233,302.59302,99823.19,0.21691895,0.0,1,14.0,5.4351,4.1,0.439,May,2023,21,18:00:00,Sunday
564,LD,2.731422528317642,284.5022,123.73053,99814.56,0.4375,0.0,1,13.0,6.4152,8.5,0.385,May,2023,22,00:00:00,Monday
565,LD,2.697828251517468,289.4629,236.84961,99761.56,0.9588623,0.0,1,14.0,7.3953,21.6,0.489,May,2023,22,06:00:00,Monday
566,LD,3.66011471586029,294.88184,1755.2424,99610.0,0.9879761,0.0,1,13.0,4.455,5.3,0.345,May,2023,22,12:00:00,Monday
567,LD,1.9949081171890422,291.6631,108.85063,99438.81,0.010009766,0.0,1,13.0,5.4351,8.2,0.37,May,2023,22,18:00:00,Monday
568,LD,2.6656564501910465,283.74805,98.06009,99348.375,0.050628662,0.0,1,16.0,10.4247,12.7,0.365,May,2023,23,00:00:00,Tuesday
569,LD,3.0322230303152438,289.5244,222.71327,99186.0,0.97146606,0.0,1,17.0,10.4247,24.9,0.473,May,2023,23,06:00:00,Tuesday
570,LD,4.209932280627118,295.78052,1718.8198,98995.69,0.953125,0.0,1,18.0,5.4351,4.8,0.366,May,2023,23,12:00:00,Tuesday
571,LD,1.946336402232335,290.69092,65.62706,98936.125,0.45794678,0.0,1,21.0,8.4645,13.2,0.469,May,2023,23,18:00:00,Tuesday
572,LD,2.5121659345782494,286.25342,88.44423,99033.56,0.6055603,0.0,1,19.0,11.4048,8.4,0.485,May,2023,24,00:00:00,Wednesday
573,LD,4.266735747959616,288.90894,323.46313,99179.19,0.93927,0.0,1,35.0,28.3338,15.3,0.485,May,2023,24,06:00:00,Wednesday
574,LD,5.224644668875483,291.33105,765.30176,99540.125,0.7524109,1.9073486e-06,1,28.0,19.3347,7.5,0.39,May,2023,24,12:00:00,Wednesday
575,LD,4.033945459418964,288.20508,433.4021,99649.56,0.26937866,0.0,1,21.0,15.4143,8.6,0.395,May,2023,24,18:00:00,Wednesday
576,LD,3.2840630544299647,283.8496,309.08936,99881.875,1.0,0.00011062622,0,23.0,19.3347,5.3,0.359,May,2023,25,00:00:00,Thursday
577,LD,3.867484281281429,285.3103,362.52295,99960.31,1.0,0.0,1,19.0,17.3745,8.1,0.423,May,2023,25,06:00:00,Thursday
578,LD,3.890033162567606,291.13574,1036.0337,99968.125,0.9857483,2.0980835e-05,1,29.0,19.3347,6.6,0.399,May,2023,25,12:00:00,Thursday
579,LD,2.0244492689855975,291.44556,240.16452,99852.875,0.56433105,0.0,1,20.0,12.3849,6.0,0.386,May,2023,25,18:00:00,Thursday
580,LD,2.8067804253114104,286.25317,187.10889,99959.875,0.1795044,0.0,1,18.0,12.3849,8.2,0.343,May,2023,26,00:00:00,Friday
581,LD,2.095130137796337,287.81055,306.42407,100031.94,0.269104,1.4305115e-06,1,14.0,9.4446,11.4,0.53,May,2023,26,06:00:00,Friday
582,LD,3.873327678392078,292.64722,1238.7317,100030.875,0.0071411133,0.0,1,18.0,7.3953,5.6,0.275,May,2023,26,12:00:00,Friday
583,LD,3.428066003151913,290.27417,590.25684,100012.19,0.0,0.0,1,16.0,5.4351,6.4,0.348,May,2023,26,18:00:00,Friday
584,LD,3.3463919385912746,281.7859,319.10425,100310.69,0.0,0.0,1,13.0,7.3953,6.1,0.348,May,2023,27,00:00:00,Saturday
585,LD,3.874785625112766,283.98096,539.3755,100427.125,0.016845703,0.0,1,7.0,4.455,5.5,0.326,May,2023,27,06:00:00,Saturday
586,LD,3.612005701717986,289.93628,1443.2427,100340.5,0.19403076,0.0,1,9.0,3.4749,3.1,0.364,May,2023,27,12:00:00,Saturday
587,LD,2.0561080913504624,288.12012,236.19307,100153.81,0.0,0.0,1,10.0,3.4749,4.4,0.369,May,2023,27,18:00:00,Saturday
588,LD,2.5499904204892467,279.47803,113.68768,100132.875,0.0,0.0,1,12.0,5.4351,9.0,0.347,May,2023,28,00:00:00,Sunday
589,LD,2.2565953217881556,286.23364,260.28467,100063.375,0.7524719,0.0,1,10.0,4.455,8.8,0.291,May,2023,28,06:00:00,Sunday
590,LD,2.5107180496161714,291.98584,1594.1265,99862.56,0.9038696,0.0,1,10.0,2.4948,1.7,0.308,May,2023,28,12:00:00,Sunday
591,LD,1.7669281697827022,289.90698,145.94243,99688.81,0.6959839,0.0,1,10.0,2.4948,3.5,0.35,May,2023,28,18:00:00,Sunday
592,LD,2.557933654121563,279.88525,29.629654,99714.31,0.863678,0.0,1,9.0,3.4749,10.9,0.409,May,2023,29,00:00:00,Monday
593,LD,0.7249025856596318,289.0725,125.37404,99718.06,0.021392822,0.0,1,15.0,7.3953,42.1,0.84,May,2023,29,06:00:00,Monday
594,LD,1.9320137551558736,295.08643,2055.1013,99676.31,0.6368103,0.0,1,11.0,3.4749,3.1,0.372,May,2023,29,12:00:00,Monday
595,LD,3.5352072164230335,292.02612,577.927,99612.625,0.9546814,0.0,1,12.0,4.455,6.7,0.419,May,2023,29,18:00:00,Monday
596,LD,2.441951226559195,285.53198,152.85992,99686.44,0.989563,0.0,1,14.0,8.4645,9.2,0.393,May,2023,30,00:00:00,Tuesday
597,LD,3.1214762908210982,287.56006,334.69214,99841.625,0.040496826,0.0,1,13.0,5.4351,12.2,0.45,May,2023,30,06:00:00,Tuesday
598,LD,3.9684928543826263,292.9563,1937.1755,99933.5,0.4571228,0.0,1,10.0,4.455,3.4,0.404,May,2023,30,12:00:00,Tuesday
599,LD,2.6646857669006714,291.24365,491.1018,99994.25,0.0,0.0,1,12.0,3.4749,5.4,0.361,May,2023,30,18:00:00,Tuesday
600,LD,2.4911949922614447,282.73633,124.68805,100156.94,0.0,0.0,1,7.0,3.4749,9.3,0.314,May,2023,31,00:00:00,Wednesday
601,LD,2.115051723700416,287.24927,255.78683,100222.375,0.17480469,0.0,1,9.0,3.4749,10.8,0.458,May,2023,31,06:00:00,Wednesday
602,LD,2.365281339880747,294.23022,1319.1746,100034.94,0.3380432,0.0,1,8.0,2.4948,3.3,0.322,May,2023,31,12:00:00,Wednesday
603,LD,1.855953850563338,292.6411,82.18596,99701.56,0.0,0.0,1,11.0,2.4948,5.1,0.273,May,2023,31,18:00:00,Wednesday
604,LD,2.5528850112062944,282.3291,63.853256,99597.44,0.45306396,0.0,1,29.0,19.3347,39.9,0.725,June,2023,1,00:00:00,Thursday
605,LD,3.060650303781208,290.58618,268.57788,99404.69,0.85980225,0.0,1,30.0,13.365,28.1,0.445,June,2023,1,06:00:00,Thursday
606,LD,4.175689121568572,298.34473,1965.8467,99139.125,0.0,0.0,1,23.0,4.455,3.9,0.33,June,2023,1,12:00:00,Thursday
607,LD,3.6735188962260805,294.79883,640.2449,98960.125,0.0,0.0,1,20.0,4.455,4.2,0.328,June,2023,1,18:00:00,Thursday
608,LD,2.862296988881303,284.67676,333.4126,99114.25,0.021728516,0.0,1,11.0,7.3953,6.0,0.325,June,2023,2,00:00:00,Friday
609,LD,3.8625452696981006,285.40747,728.31616,99232.375,1.0,1.0967255e-05,1,11.0,9.4446,11.3,0.369,June,2023,2,06:00:00,Friday
610,LD,5.156873962390608,285.55225,804.7898,99523.5,1.0,1.9073486e-06,1,13.0,9.4446,6.4,0.397,June,2023,2,12:00:00,Friday
611,LD,4.009232643749305,286.59033,1089.5032,99693.75,0.02355957,0.0,1,11.0,2.4948,4.3,0.37,June,2023,2,18:00:00,Friday
612,LD,3.1929415830513923,278.0027,343.60596,100017.875,0.0,0.0,1,6.0,2.4948,5.9,0.274,June,2023,3,00:00:00,Saturday
613,LD,3.1572484724690324,282.39966,526.0857,100202.625,0.0,0.0,1,3.0,1.5147,3.7,0.302,June,2023,3,06:00:00,Saturday
614,LD,2.315698762794613,288.55542,1459.9036,100177.31,0.0,0.0,1,5.0,1.5147,1.9,0.293,June,2023,3,12:00:00,Saturday
615,LD,2.111311209535875,287.7871,461.77686,99990.0,0.533905,0.0,1,5.0,1.5147,2.6,0.315,June,2023,3,18:00:00,Saturday
616,LD,1.9907372249651945,278.46777,65.25215,100027.44,0.03289795,0.0,1,8.0,5.4351,8.9,0.483,June,2023,4,00:00:00,Sunday
617,LD,2.537401112294546,287.36816,268.56274,100031.0,0.043640137,0.0,1,7.0,4.455,6.3,0.331,June,2023,4,06:00:00,Sunday
618,LD,1.4777419584731486,293.4624,2146.6167,100011.56,0.046020508,0.0,1,4.0,1.5147,1.7,0.295,June,2023,4,12:00:00,Sunday
619,LD,2.58018786830999,291.98682,295.3396,99919.69,0.032104492,0.0,1,8.0,2.4948,4.5,0.337,June,2023,4,18:00:00,Sunday
620,LD,1.9178461935570768,280.68604,73.68559,100071.44,0.0,0.0,1,6.0,3.4749,8.3,0.321,June,2023,5,00:00:00,Monday
621,LD,1.4076186515082452,290.09766,179.97346,100080.75,0.0,0.0,1,10.0,4.455,26.6,0.682,June,2023,5,06:00:00,Monday
622,LD,3.523180271817548,296.0442,1989.1003,99965.25,0.0,0.0,1,6.0,2.4948,3.2,0.34,June,2023,5,12:00:00,Monday
623,LD,2.345670155009931,293.7102,293.19556,99811.25,0.01626587,0.0,1,12.0,3.4749,5.3,0.381,June,2023,5,18:00:00,Monday
624,LD,3.3741540247265225,285.93823,194.0735,99815.19,1.0,0.0,1,11.0,6.4152,11.7,0.335,June,2023,6,00:00:00,Tuesday
625,LD,3.4089240789922868,292.18457,302.1443,99783.875,0.98999023,0.0,1,11.0,6.4152,18.1,0.432,June,2023,6,06:00:00,Tuesday
626,LD,2.971343391842088,298.42578,2001.4158,99652.81,0.97442627,0.0,1,11.0,3.4749,4.2,0.338,June,2023,6,12:00:00,Tuesday
627,LD,1.9463876600661143,295.8125,269.2705,99532.375,0.80911255,0.0,1,18.0,6.4152,12.9,0.443,June,2023,6,18:00:00,Tuesday
628,LD,1.2127263869226437,288.11597,33.08217,99576.0,0.47943115,0.0,1,22.0,16.3944,26.9,0.582,June,2023,7,00:00:00,Wednesday
629,LD,2.4341445640185384,293.47974,245.99707,99563.06,0.14273071,0.0,1,21.0,11.4048,16.3,0.522,June,2023,7,06:00:00,Wednesday
630,LD,4.028119480942069,299.24316,2124.661,99519.125,0.40594482,2.4795532e-05,1,15.0,4.455,5.5,0.403,June,2023,7,12:00:00,Wednesday
631,LD,2.475522177026958,295.97705,452.03906,99456.56,1.0,0.0,1,13.0,6.4152,7.7,0.427,June,2023,7,18:00:00,Wednesday
632,LD,1.8996382410641452,286.5996,53.046997,99530.94,0.5122986,0.0,1,16.0,13.365,13.0,0.516,June,2023,8,00:00:00,Thursday
633,LD,2.663433271387437,292.3977,397.32837,99578.0,0.23355103,0.0,1,15.0,11.4048,11.5,0.462,June,2023,8,06:00:00,Thursday
634,LD,4.9670732788439755,298.2644,1701.1675,99433.125,0.46310425,1.4305115e-05,1,12.0,6.4152,2.8,0.387,June,2023,8,12:00:00,Thursday
635,LD,2.4057687587784153,296.4546,684.4341,99316.5,0.24304199,0.0,1,12.0,7.3953,4.3,0.395,June,2023,8,18:00:00,Thursday
636,LD,2.200134231519024,287.6001,115.24489,99338.94,0.9634094,0.0,1,16.0,13.365,8.0,0.475,June,2023,9,00:00:00,Friday
637,LD,3.4401805557529044,293.4734,581.145,99355.94,1.0,0.0,1,19.0,15.4143,11.3,0.489,June,2023,9,06:00:00,Friday
638,LD,4.21103301433225,297.60278,1129.363,99271.69,0.989563,0.0007171631,1,12.0,6.4152,3.8,0.402,June,2023,9,12:00:00,Friday
639,LD,3.654278049376478,294.0581,636.7449,99233.5,1.0,0.00039958954,1,16.0,9.4446,10.2,0.49,June,2023,9,18:00:00,Friday
640,LD,3.6518837835412286,289.55444,315.1765,99316.81,0.8755493,2.002716e-05,1,18.0,14.3451,7.9,0.444,June,2023,10,00:00:00,Saturday
641,LD,4.733196192409556,291.865,442.0625,99464.44,0.9371338,4.7683716e-07,1,24.0,18.3546,10.6,0.41,June,2023,10,06:00:00,Saturday
642,LD,6.159066261144217,298.03882,2041.2388,99489.5,0.569458,4.7683716e-07,1,16.0,5.4351,3.4,0.364,June,2023,10,12:00:00,Saturday
643,LD,4.3123572122659795,295.4536,1471.1318,99542.0,0.37722778,0.0,1,14.0,6.4152,3.9,0.383,June,2023,10,18:00:00,Saturday
644,LD,3.4621161591473864,288.30396,357.14478,99732.06,0.17703247,0.0,1,17.0,14.3451,6.7,0.412,June,2023,11,00:00:00,Sunday
645,LD,5.16067913762032,290.43066,782.92993,99917.0,0.0,0.0,1,21.0,17.3745,7.1,0.4,June,2023,11,06:00:00,Sunday
646,LD,5.561659326971093,295.65942,1903.5093,99875.94,0.017822266,0.0,1,11.0,3.4749,2.6,0.312,June,2023,11,12:00:00,Sunday
647,LD,5.161937295602473,293.59888,1581.6577,99857.44,0.12832642,0.0,1,9.0,4.455,4.3,0.328,June,2023,11,18:00:00,Sunday
648,LD,2.0058080012882282,285.04932,134.95973,99943.125,0.2701416,0.0,1,10.0,7.3953,6.8,0.35,June,2023,12,00:00:00,Monday
649,LD,2.8125813317695614,290.34668,441.43945,99977.75,0.08062744,0.0,1,13.0,9.4446,16.6,0.476,June,2023,12,06:00:00,Monday
650,LD,4.514614162681676,294.41016,2304.3945,99825.625,0.7131958,0.0,1,11.0,3.4749,4.3,0.31,June,2023,12,12:00:00,Monday
651,LD,2.634460194447174,292.2683,936.63745,99673.5,0.3074646,0.0,1,12.0,4.455,7.4,0.33,June,2023,12,18:00:00,Monday
652,LD,2.6226689543368362,282.8999,283.78174,99713.75,0.55145264,0.0,1,4.0,2.4948,4.8,0.292,June,2023,13,00:00:00,Tuesday
653,LD,3.197189852535921,283.9839,858.2717,99593.125,0.8349304,9.536743e-07,1,4.0,2.4948,7.7,0.353,June,2023,13,06:00:00,Tuesday
654,LD,3.8328009948973434,287.43237,873.83765,99521.56,1.0,0.00012636185,1,5.0,3.4749,5.0,0.389,June,2023,13,12:00:00,Tuesday
655,LD,3.5086879863498903,286.98047,750.67676,99508.81,1.0,0.00011444092,1,9.0,7.3953,10.6,0.457,June,2023,13,18:00:00,Tuesday
656,LD,2.4572880911507142,284.75,271.32788,99515.0,1.0,0.00012874603,1,7.0,6.4152,5.2,0.395,June,2023,14,00:00:00,Wednesday
657,LD,2.9598071520290943,286.1809,475.81787,99495.625,0.7947998,3.528595e-05,1,11.0,9.4446,13.7,0.509,June,2023,14,06:00:00,Wednesday
658,LD,2.8125005755261987,289.60913,954.71094,99526.81,0.98843384,0.0019054413,1,13.0,8.4645,7.7,0.438,June,2023,14,12:00:00,Wednesday
659,LD,2.1610549933910357,286.7461,521.42334,99452.125,0.8211975,0.0010595322,1,17.0,14.3451,43.0,0.583,June,2023,14,18:00:00,Wednesday
660,LD,1.2662080615845126,286.57837,63.307663,99468.06,0.91238403,5.197525e-05,1,17.0,14.3451,10.6,0.444,June,2023,15,00:00:00,Thursday
661,LD,1.1661648996764138,287.29126,266.7832,99499.81,0.89642334,4.1484833e-05,1,22.0,18.3546,19.2,0.633,June,2023,15,06:00:00,Thursday
662,LD,2.260668376723796,291.62573,1491.3562,99454.375,0.7713318,0.000228405,1,16.0,11.4048,4.0,0.437,June,2023,15,12:00:00,Thursday
663,LD,0.8217419932186366,290.96826,147.95226,99316.375,0.56204224,5.9127808e-05,1,12.0,8.4645,4.6,0.397,June,2023,15,18:00:00,Thursday
664,LD,1.7102579671137077,282.95898,46.671585,99299.25,0.30218506,0.0,1,22.0,18.3546,34.7,0.874,June,2023,16,00:00:00,Friday
