,city,v_w,t2m,blh,sp,tcc,tp,inversion_0/1,PM10,PM25,NO2,CO,month,year,day,hour,day_of_week
2915,LD,3.2994159662596427,272.63477,151.76758,100327.5,0.94854736,4.7683716e-07,0,81.0,72.5,18.5,0.967,December,2024,29,06:00:00,Sunday
2916,LD,3.676118232567919,275.3396,247.85413,100161.31,0.47055054,0.0,0,38.8,31.4,11.9,0.514,December,2024,29,12:00:00,Sunday
2917,LD,4.491317641674016,273.20752,356.07935,100249.94,0.585083,0.0,0,93.3,83.2,24.2,0.888,December,2024,29,18:00:00,Sunday
2918,LD,4.433900513149934,272.1587,374.21094,100275.375,0.96432495,2.9563904e-05,0,48.0,42.9,11.7,0.463,December,2024,30,00:00:00,Monday
2919,LD,5.149721658456709,273.08862,547.4741,100316.81,0.9708557,3.385544e-05,0,15.4,12.9,5.3,0.303,December,2024,30,06:00:00,Monday
2920,LD,6.023168488934923,273.40942,581.97925,100240.25,1.0,1.335144e-05,1,20.0,17.7,7.6,0.325,December,2024,30,12:00:00,Monday
2921,LD,5.658558991063807,273.51807,567.85425,100238.69,0.89401245,8.583069e-06,1,26.9,24.0,9.6,0.347,December,2024,30,18:00:00,Monday
2922,LD,6.215679625756176,272.74,520.6953,100113.69,0.08502197,1.9073486e-06,0,30.3,27.1,8.3,0.386,December,2024,31,00:00:00,Tuesday
2923,LD,5.821662963807062,272.37427,455.69287,100204.875,0.40170288,9.536743e-07,0,24.7,22.1,9.5,0.39,December,2024,31,06:00:00,Tuesday
2924,LD,4.439263639544,276.10083,413.8877,100237.5,0.42230225,0.0,0,19.9,17.6,7.7,0.364,December,2024,31,12:00:00,Tuesday
2925,LD,4.833160444347653,273.6338,256.26782,100051.0,0.0075683594,0.0,0,40.7,35.7,14.4,1.15,December,2024,31,18:00:00,Tuesday
2926,PZ,7.3114349801894045,287.58032,996.71826,100140.125,0.96554565,0.0,1,,,,,January,2023,1,00:00:00,Sunday
2927,PZ,7.067405945309823,287.6958,913.47437,100354.44,0.003112793,0.0,1,11.9388,8.66151,4.09988,0.27967,January,2023,1,06:00:00,Sunday
2928,PZ,7.200489133754152,289.02954,1097.8022,100543.25,0.9762573,0.0,1,14.2367,7.00516,3.47063,0.26416,January,2023,1,12:00:00,Sunday
2929,PZ,4.3494218907744555,285.70435,508.1704,100895.5,0.9847717,0.0,1,21.7083,14.5782,10.697,0.35568,January,2023,1,18:00:00,Sunday
2930,PZ,2.850463545568608,284.1316,146.41312,100898.31,1.0,8.678436e-05,1,26.7193,19.6325,17.2023,0.40967,January,2023,2,00:00:00,Monday
2931,PZ,4.669598800553297,282.71826,265.84937,100578.25,0.70391846,0.0,0,20.3434,16.1038,21.9637,0.4042,January,2023,2,06:00:00,Monday
2932,PZ,4.513942164901888,287.07788,450.20337,100492.56,0.9941406,0.0,1,13.0544,8.75467,13.3803,0.34548,January,2023,2,12:00:00,Monday
2933,PZ,5.562709384102521,286.0996,584.96606,100601.56,1.0,0.0,1,22.5857,14.6974,26.0828,0.42684,January,2023,2,18:00:00,Monday
2934,PZ,5.01715716324663,283.208,883.4236,100963.44,1.0,0.00013065338,1,8.17716,5.64766,6.03089,0.30751,January,2023,3,00:00:00,Tuesday
2935,PZ,5.029784750984058,280.0498,793.313,101336.81,0.7675476,0.0,1,4.32659,3.67056,8.85826,0.30037,January,2023,3,06:00:00,Tuesday
2936,PZ,5.0857603602871775,279.8557,856.3628,101624.06,0.27612305,3.33786e-06,1,7.80297,4.04361,7.14224,0.26392,January,2023,3,12:00:00,Tuesday
2937,PZ,3.1498399856991153,275.49976,549.6477,101817.69,0.43203735,0.0,1,16.5677,10.992,36.6406,0.38572,January,2023,3,18:00:00,Tuesday
2938,PZ,1.8292311250246371,272.33887,74.83002,101776.44,0.22982788,0.0,1,31.3705,28.1107,33.1313,0.50958,January,2023,4,00:00:00,Wednesday
2939,PZ,4.577665210345358,274.36182,319.48413,101317.44,0.76730347,0.0,1,29.831,27.5262,25.7543,0.44122,January,2023,4,06:00:00,Wednesday
2940,PZ,6.923699016401673,278.19214,956.6953,100507.0,1.0,0.0011301041,1,14.2902,11.5957,15.3034,0.32675,January,2023,4,12:00:00,Wednesday
2941,PZ,8.159503308879769,280.88257,965.26904,99857.5,1.0,3.9100647e-05,1,8.25981,7.28859,10.7785,0.32925,January,2023,4,18:00:00,Wednesday
2942,PZ,7.956939275717677,282.18408,1220.2168,99451.25,1.0,0.00093603134,1,4.79823,3.78005,5.13924,0.32912,January,2023,5,00:00:00,Thursday
2943,PZ,7.680330804733664,281.58765,1165.2888,99446.44,0.7760925,0.0006389618,1,3.29683,2.29619,6.27221,0.31601,January,2023,5,06:00:00,Thursday
2944,PZ,9.235787732624456,281.0752,1509.0754,99638.94,0.86813354,0.00023174286,1,6.30399,3.00281,8.90199,0.29883,January,2023,5,12:00:00,Thursday
2945,PZ,7.004079332374385,277.65918,956.5542,100403.125,1.0,2.8133392e-05,1,3.16279,2.32865,10.0511,0.29902,January,2023,5,18:00:00,Thursday
2946,PZ,3.8290106650182594,276.55786,759.07275,100990.56,0.97302246,1.66893e-05,1,,,5.40221,0.28847,January,2023,6,00:00:00,Friday
2947,PZ,1.715773043573141,273.87085,39.307602,101137.625,0.9831238,4.7683716e-07,1,,,10.9967,0.31896,January,2023,6,06:00:00,Friday
2948,PZ,4.874791399134798,276.0315,419.06226,100749.0,1.0,0.00019264221,1,,,5.56837,0.3148,January,2023,6,12:00:00,Friday
2949,PZ,5.19332896267965,279.63354,742.8279,100514.44,1.0,0.00045728683,1,14.1821,13.6662,11.0709,0.38837,January,2023,6,18:00:00,Friday
2950,PZ,2.522724439409909,278.18115,239.34064,100850.06,0.8876953,6.67572e-06,1,9.08986,8.23001,9.7627,0.37389,January,2023,7,00:00:00,Saturday
2951,PZ,2.214089540893288,276.18384,97.597595,100860.31,0.93273926,1.0967255e-05,1,10.724,10.3772,8.46831,0.35181,January,2023,7,06:00:00,Saturday
2952,PZ,2.5258263104191347,280.55493,244.96797,100774.94,0.9302063,9.536743e-07,1,14.1468,13.2484,12.6079,0.35257,January,2023,7,12:00:00,Saturday
2953,PZ,2.6482062288972963,278.72266,119.17352,100604.56,0.973114,0.0,1,29.6372,27.0923,19.6496,0.40821,January,2023,7,18:00:00,Saturday
2954,PZ,3.4958464263046864,276.7959,182.27773,100304.31,0.98999023,0.0,0,32.7029,30.4359,12.2485,0.49226,January,2023,8,00:00:00,Sunday
2955,PZ,3.7862434340741644,275.8606,234.21393,100065.75,0.98516846,3.8146973e-06,0,27.7964,26.0929,9.50294,0.43731,January,2023,8,06:00:00,Sunday
2956,PZ,3.709411609184188,279.96558,345.18555,99787.125,1.0,9.536743e-07,0,30.7913,25.9138,12.2094,0.45898,January,2023,8,12:00:00,Sunday
2957,PZ,3.3138784735837308,278.00586,244.63623,99614.875,1.0,1.4305115e-05,1,27.7997,26.368,11.221,0.46906,January,2023,8,18:00:00,Sunday
2958,PZ,2.774827988829746,276.39648,124.5975,99338.56,0.1543274,0.0,1,29.5921,27.4827,15.6493,0.52374,January,2023,9,00:00:00,Monday
2959,PZ,3.0498753219977712,275.687,142.038,99068.25,1.0,0.0,0,26.7194,25.2106,17.3246,0.49232,January,2023,9,06:00:00,Monday
2960,PZ,1.8807823631665679,277.2317,196.55754,98939.625,0.81936646,0.0007214546,1,43.3869,41.0587,19.8664,0.58044,January,2023,9,12:00:00,Monday
2961,PZ,3.8347425332741625,278.7312,713.3799,99222.125,1.0,3.0517578e-05,1,32.0154,29.8657,31.4917,0.58668,January,2023,9,18:00:00,Monday
2962,PZ,2.0302126117329187,276.29053,102.99115,99676.5,1.0,0.0,1,31.4088,29.3706,31.1686,0.62554,January,2023,10,00:00:00,Tuesday
2963,PZ,3.113673882694574,276.19946,286.85596,100116.75,1.0,6.198883e-06,1,16.1861,14.9252,20.3395,0.42147,January,2023,10,06:00:00,Tuesday
2964,PZ,3.8635291372218394,278.958,524.2871,100569.5,1.0,9.536743e-06,1,12.9689,10.7451,25.3553,0.39718,January,2023,10,12:00:00,Tuesday
2965,PZ,2.4840821587954958,277.61646,176.5105,100873.81,0.47488403,2.861023e-06,1,16.287,13.4323,27.8841,0.42644,January,2023,10,18:00:00,Tuesday
2966,PZ,3.003725694114351,276.71875,143.31718,100872.25,0.52130127,0.0,1,26.2533,24.0177,26.5752,0.51245,January,2023,11,00:00:00,Wednesday
2967,PZ,5.137525179022668,274.28442,329.4707,100585.81,0.99386597,0.0,0,17.0589,15.6511,26.8187,0.4464,January,2023,11,06:00:00,Wednesday
2968,PZ,5.107909155865657,278.01392,453.70386,100256.81,1.0,0.0,1,12.6609,8.66126,18.1794,0.3608,January,2023,11,12:00:00,Wednesday
2969,PZ,4.62233668389683,278.67285,579.31177,100074.81,1.0,0.00043725967,1,17.4168,12.3079,24.3864,0.38582,January,2023,11,18:00:00,Wednesday
2970,PZ,3.9814981422188356,279.99194,456.6311,100267.31,1.0,4.7683716e-06,1,13.2019,12.4328,12.1657,0.35848,January,2023,12,00:00:00,Thursday
2971,PZ,5.503241264259074,277.7578,619.44824,100286.5,0.07791138,9.536743e-07,1,10.0693,8.69482,15.4607,0.32643,January,2023,12,06:00:00,Thursday
2972,PZ,6.043843451407855,281.61353,946.01196,100049.375,0.98727417,1.9073486e-06,1,7.04296,5.14668,9.77298,0.29691,January,2023,12,12:00:00,Thursday
2973,PZ,6.732094953558811,281.46313,926.77124,99845.19,1.0,5.054474e-05,1,7.49727,5.49234,12.2881,0.30632,January,2023,12,18:00:00,Thursday
2974,PZ,5.761145862044724,281.29907,817.4109,99753.75,1.0,0.00037956238,1,6.29244,5.0659,6.57948,0.3157,January,2023,13,00:00:00,Friday
2975,PZ,5.993532794649877,281.48218,814.1614,99567.5,1.0,0.00021028519,1,3.06692,2.46812,9.04429,0.32576,January,2023,13,06:00:00,Friday
2976,PZ,5.507990258553854,282.59033,794.08203,99619.31,0.8845215,0.0005836487,1,5.39844,4.29269,16.7219,0.36161,January,2023,13,12:00:00,Friday
2977,PZ,4.76201910282853,279.80103,588.4697,99816.625,0.11141968,4.7683716e-06,1,6.11208,5.02334,12.4468,0.342,January,2023,13,18:00:00,Friday
2978,PZ,6.262171695130248,278.7351,881.64624,100037.25,0.015563965,0.0,1,6.07531,4.76712,6.86522,0.31049,January,2023,14,00:00:00,Saturday
2979,PZ,5.88679096846063,279.53516,1001.90186,100332.5,1.0,2.193451e-05,1,3.74004,2.82802,5.92273,0.28164,January,2023,14,06:00:00,Saturday
2980,PZ,5.4336287268980055,281.29565,1114.3718,100402.375,0.5213928,0.0,1,6.20905,4.29854,6.23474,0.30366,January,2023,14,12:00:00,Saturday
2981,PZ,6.684120741969985,279.63525,890.6516,99897.56,1.0,2.861023e-06,1,13.3995,10.7379,13.9501,0.35494,January,2023,14,18:00:00,Saturday
2982,PZ,7.680192087581719,279.84863,956.3711,99224.125,1.0,0.00017690659,1,8.4895,6.51489,4.45257,0.3056,January,2023,15,00:00:00,Sunday
2983,PZ,6.55552661914451,280.58813,862.48755,98799.19,1.0,0.0005097389,1,2.88385,1.89741,2.80597,0.28812,January,2023,15,06:00:00,Sunday
2984,PZ,4.172665100729204,278.76465,857.21704,98996.75,1.0,0.00044107437,1,1.76919,1.30398,6.97858,0.31277,January,2023,15,12:00:00,Sunday
2985,PZ,5.997673926521264,277.64868,971.4634,99191.69,0.94277954,0.0,1,6.68473,6.18512,8.61834,0.34215,January,2023,15,18:00:00,Sunday
2986,PZ,6.189858967022693,276.25586,872.6592,99186.94,0.0093688965,0.0,1,3.58788,2.9367,6.89584,0.29211,January,2023,16,00:00:00,Monday
2987,PZ,4.176470490362764,274.958,349.47656,99067.81,0.7376404,0.0,1,3.79609,2.95402,13.5532,0.27754,January,2023,16,06:00:00,Monday
2988,PZ,4.039553657164887,278.60205,427.48486,98646.875,0.0,0.0,1,12.2008,7.86581,12.9266,0.32103,January,2023,16,12:00:00,Monday
2989,PZ,5.155774449021843,275.75635,505.0149,98221.875,0.7145386,0.0,1,14.7288,12.433,14.2826,0.3668,January,2023,16,18:00:00,Monday
2990,PZ,4.440496207153684,274.96948,344.0515,97692.81,1.0,8.392334e-05,1,22.6158,21.7121,8.32117,0.34117,January,2023,17,00:00:00,Tuesday
2991,PZ,4.977003821507399,275.5349,513.69556,97470.06,0.21713257,9.536743e-07,1,22.2576,20.6284,24.3914,0.46821,January,2023,17,06:00:00,Tuesday
2992,PZ,5.399716791445377,278.75464,1083.4021,97698.75,0.6611023,7.43866e-05,1,7.00312,4.97032,12.7457,0.30911,January,2023,17,12:00:00,Tuesday
2993,PZ,2.0815604250210873,274.49023,115.316376,98042.125,0.0,8.583069e-06,1,11.6828,8.36606,29.2467,0.33723,January,2023,17,18:00:00,Tuesday
2994,PZ,1.877951834454558,271.09863,36.924713,98230.31,0.6385193,0.0,1,40.9364,36.813,33.6514,0.70868,January,2023,18,00:00:00,Wednesday
2995,PZ,3.5296585608918676,273.0,208.85625,98180.56,1.0,0.0,1,28.8967,27.4969,22.9009,0.42912,January,2023,18,06:00:00,Wednesday
2996,PZ,2.9986137332419074,273.864,273.34204,98236.375,1.0,0.0002155304,1,35.6218,33.1153,36.8398,0.50719,January,2023,18,12:00:00,Wednesday
2997,PZ,2.0423050957940343,273.31372,71.26668,98724.625,0.80200195,5.865097e-05,1,36.2875,33.8883,43.2626,0.59298,January,2023,18,18:00:00,Wednesday
2998,PZ,1.4829827154245314,273.21582,78.613174,99181.5,0.77301025,2.7656555e-05,1,39.8989,38.8063,28.226,0.56797,January,2023,19,00:00:00,Thursday
2999,PZ,1.7436525661472935,271.7456,109.81081,99447.0,0.9875183,2.3841858e-06,1,28.5064,27.4472,23.9002,0.43658,January,2023,19,06:00:00,Thursday
3000,PZ,2.213207908819289,274.1836,313.41943,99616.81,0.090148926,0.0,1,15.8219,14.3637,18.1958,0.31602,January,2023,19,12:00:00,Thursday
3001,PZ,2.05550490273644,270.1902,139.41505,99778.31,0.8947754,0.0,1,44.194,41.5969,47.8203,0.58386,January,2023,19,18:00:00,Thursday
3002,PZ,1.9651139037627494,268.79785,51.875336,99930.56,1.0,0.0,1,55.9561,53.5081,,,January,2023,20,00:00:00,Friday
3003,PZ,0.8976910173570561,269.8545,90.683716,100248.5,0.97073364,0.0,1,46.4244,44.6163,31.989,0.39434,January,2023,20,06:00:00,Friday
3004,PZ,1.5565357056828508,272.52466,474.54395,100588.31,0.9417114,9.536743e-07,1,61.4501,59.576,39.396,0.49861,January,2023,20,12:00:00,Friday
3005,PZ,2.70430360851275,272.15454,368.33398,100971.125,1.0,1.9073486e-06,1,49.3623,47.7606,18.9038,0.3554,January,2023,20,18:00:00,Friday
3006,PZ,5.133576900407898,272.0891,509.0249,101084.19,1.0,1.4305115e-06,1,24.0868,23.3945,7.15438,0.31436,January,2023,21,00:00:00,Saturday
3007,PZ,6.932623729719628,273.03784,844.1653,101089.75,1.0,1.859665e-05,1,15.3875,14.5904,8.53557,0.28848,January,2023,21,06:00:00,Saturday
3008,PZ,6.886988381647032,273.71265,1014.4678,100937.75,1.0,0.0012869835,1,9.45058,8.36709,9.08271,0.29973,January,2023,21,12:00:00,Saturday
3009,PZ,5.892300213178101,273.89062,688.85645,101140.31,1.0,0.0002913475,1,7.58136,7.34081,9.92836,0.32125,January,2023,21,18:00:00,Saturday
3010,PZ,4.808741746060015,274.42236,516.5781,101539.06,0.9875183,7.9631805e-05,1,9.5776,9.24836,10.9984,0.31898,January,2023,22,00:00:00,Sunday
3011,PZ,3.849437185174521,274.10718,449.1128,101722.31,1.0,2.7418137e-05,1,10.8819,10.6198,7.71974,0.31776,January,2023,22,06:00:00,Sunday
3012,PZ,4.577216291320129,273.8203,482.2942,101928.125,1.0,3.9577484e-05,1,18.391,17.8948,10.9886,0.37067,January,2023,22,12:00:00,Sunday
3013,PZ,4.0851184430913055,273.9004,442.73413,102158.625,1.0,5.2452087e-06,1,23.27,21.5803,10.828,0.40683,January,2023,22,18:00:00,Sunday
3014,PZ,2.4068842016604393,273.719,317.39844,102405.375,1.0,1.1444092e-05,1,24.224,21.7602,7.5789,0.35061,January,2023,23,00:00:00,Monday
3015,PZ,2.985355673247022,272.7793,274.4353,102578.69,0.9366455,5.722046e-06,0,17.1825,15.1013,11.7205,0.33317,January,2023,23,06:00:00,Monday
3016,PZ,2.31686828698303,273.85547,332.48242,102778.94,1.0,5.2452087e-06,1,25.7868,23.9682,15.9809,0.3692,January,2023,23,12:00:00,Monday
3017,PZ,3.079552886666102,273.53467,326.1123,102843.0,0.9564209,2.861023e-06,1,34.6638,33.0026,20.263,0.40324,January,2023,23,18:00:00,Monday
3018,PZ,2.5748168479740885,272.917,228.57808,102877.31,0.97546387,3.0517578e-05,1,36.2746,33.8228,17.002,0.42935,January,2023,24,00:00:00,Tuesday
3019,PZ,2.5447500812150827,272.91138,222.34473,102876.375,0.95822144,2.0503998e-05,1,26.2959,24.4904,16.8219,0.39117,January,2023,24,06:00:00,Tuesday
3020,PZ,2.192811887407137,273.96533,301.50415,102934.19,0.9937439,9.536743e-07,1,29.6582,27.8788,18.6496,0.4618,January,2023,24,12:00:00,Tuesday
3021,PZ,1.6786645778344076,273.93286,182.53671,102872.31,0.9659729,9.536743e-07,1,24.9142,22.801,25.9276,0.43652,January,2023,24,18:00:00,Tuesday
3022,PZ,0.9594530165229302,273.1057,80.66702,102746.31,0.9295654,1.0967255e-05,1,39.2111,37.526,20.6123,0.53539,January,2023,25,00:00:00,Wednesday
3023,PZ,1.41298148916643,273.01416,67.88675,102458.94,0.90408325,1.9073486e-06,0,23.1804,22.6055,19.7067,0.41995,January,2023,25,06:00:00,Wednesday
3024,PZ,1.8483489879863026,273.60693,424.93384,102155.375,1.0,0.0,1,13.7301,13.0626,14.7203,0.34208,January,2023,25,12:00:00,Wednesday
3025,PZ,0.8484678519695796,273.40405,144.58502,101714.56,0.9968872,1.4305115e-06,0,23.5593,22.4477,22.9237,0.40703,January,2023,25,18:00:00,Wednesday
3026,PZ,0.9501735734770032,273.2373,42.7153,101387.125,0.9613342,1.2397766e-05,1,47.2585,44.4573,26.0131,0.56151,January,2023,26,00:00:00,Thursday
3027,PZ,0.7223015570493255,273.2693,57.20276,101123.81,0.9968872,7.1525574e-06,1,30.6562,29.8592,24.6413,0.53825,January,2023,26,06:00:00,Thursday
3028,PZ,1.0207887558061168,273.54858,253.99112,101012.94,1.0,5.722046e-06,1,24.2087,21.1659,30.178,0.53683,January,2023,26,12:00:00,Thursday
3029,PZ,1.7673014991085265,272.98853,272.9392,100976.69,1.0,5.340576e-05,1,27.3717,24.5258,32.4907,0.5479,January,2023,26,18:00:00,Thursday
3030,PZ,1.8030420416361723,272.65796,240.5759,100996.31,0.95526123,6.198883e-06,1,29.3094,27.9713,13.4157,0.49773,January,2023,27,00:00:00,Friday
3031,PZ,2.0078975265118935,272.66382,233.05554,101071.5,0.9649048,1.1444092e-05,1,20.2509,19.6496,9.68389,0.39699,January,2023,27,06:00:00,Friday
3032,PZ,3.8186114792864694,274.594,635.9429,101254.0,0.9937439,1.9073486e-06,1,18.0617,16.9496,13.3193,0.41626,January,2023,27,12:00:00,Friday
3033,PZ,4.446482305357367,274.0376,707.4702,101424.25,0.9937439,2.861023e-06,1,17.0914,16.5002,16.8545,0.42686,January,2023,27,18:00:00,Friday
3034,PZ,2.9819351116614357,272.25146,428.09985,101502.31,0.94595337,3.33786e-06,1,9.74951,9.04287,7.52373,0.2902,January,2023,28,00:00:00,Saturday
3035,PZ,2.7037710694601875,272.0476,338.4348,101538.875,0.9595642,9.059906e-06,1,6.5416,5.85324,5.70389,0.27184,January,2023,28,06:00:00,Saturday
3036,PZ,2.76541694997344,272.4746,904.8801,101642.81,0.952301,0.0,1,5.98315,4.79484,8.75352,0.26697,January,2023,28,12:00:00,Saturday
3037,PZ,2.3725479136001217,272.3828,264.23535,101635.375,0.98999023,3.8146973e-06,1,11.1256,9.27299,22.3047,0.30897,January,2023,28,18:00:00,Saturday
3038,PZ,3.4766226218035645,271.5691,414.31006,101531.25,0.32666016,4.7683716e-07,1,27.3783,25.0768,14.3651,0.41901,January,2023,29,00:00:00,Sunday
3039,PZ,4.353168838260612,271.98218,472.3069,101316.75,0.9968872,2.5749207e-05,0,11.6833,10.2826,6.68514,0.28648,January,2023,29,06:00:00,Sunday
3040,PZ,5.004875053056143,273.24487,606.2993,101090.0,1.0,1.9550323e-05,1,16.8657,15.5162,10.6514,0.32237,January,2023,29,12:00:00,Sunday
3041,PZ,5.840754309426817,273.69946,579.4353,100820.44,0.98727417,3.2424927e-05,1,17.7572,17.0817,13.4302,0.34891,January,2023,29,18:00:00,Sunday
3042,PZ,6.790396006386468,273.32324,677.2544,100241.125,1.0,2.2888184e-05,1,14.19,13.5144,7.24607,0.30824,January,2023,30,00:00:00,Monday
3043,PZ,7.762024933041946,273.031,830.05493,99443.06,0.9862671,0.0001039505,1,11.9392,10.6298,9.54208,0.28348,January,2023,30,06:00:00,Monday
3044,PZ,5.921782238250135,275.38916,773.5928,99131.625,0.97717285,6.1035156e-05,1,10.5397,9.73404,15.4855,0.34574,January,2023,30,12:00:00,Monday
3045,PZ,6.772960870269473,275.9746,963.83936,99189.5,0.7635803,0.0002593994,1,6.84482,5.73052,16.6329,0.35203,January,2023,30,18:00:00,Monday
3046,PZ,7.091500971184891,276.05225,940.48486,99671.31,0.082733154,9.536743e-07,1,8.91017,6.20931,7.19275,0.30477,January,2023,31,00:00:00,Tuesday
3047,PZ,6.535301763406665,275.14526,874.8413,100160.56,0.3572693,4.7683716e-07,1,8.63962,5.13773,6.40273,0.27535,January,2023,31,06:00:00,Tuesday
3048,PZ,6.690837860741253,276.93823,1209.1189,100229.31,1.0,4.005432e-05,1,10.1483,5.67844,8.84999,0.29175,January,2023,31,12:00:00,Tuesday
3049,PZ,7.104608868358357,275.70898,931.7976,99705.06,1.0,0.0013232231,1,10.8892,9.99789,14.812,0.3697,January,2023,31,18:00:00,Tuesday
3050,PZ,8.323370107668765,276.2644,1330.5386,99609.94,0.81207275,6.2942505e-05,1,3.67706,2.32216,5.31455,0.30512,February,2023,1,00:00:00,Wednesday
3051,PZ,7.912751750243037,276.72388,1224.154,99589.0,1.0,2.3841858e-06,1,7.96146,5.31475,5.06637,0.28432,February,2023,1,06:00:00,Wednesday
3052,PZ,7.152480822043901,276.7827,974.6958,99507.44,1.0,0.0002822876,1,7.34162,5.93102,12.3222,0.32215,February,2023,1,12:00:00,Wednesday
3053,PZ,5.929211131887184,276.65576,812.8445,99447.125,0.90997314,0.00012540817,1,6.08474,5.07861,15.1551,0.33164,February,2023,1,18:00:00,Wednesday
3054,PZ,7.02486229304943,276.96143,1038.4727,99469.0,0.98828125,4.2915344e-06,1,6.52069,4.10519,4.10304,0.31336,February,2023,2,00:00:00,Thursday
3055,PZ,9.691681566116635,276.91162,1132.7788,99276.44,0.9814148,0.0005912781,1,3.69613,2.72377,4.71757,0.30661,February,2023,2,06:00:00,Thursday
3056,PZ,6.779275876174774,275.98535,868.7295,100129.94,0.8887329,0.00020647049,1,2.84543,1.99867,6.36209,0.30347,February,2023,2,12:00:00,Thursday
3057,PZ,4.701982598870448,274.06763,765.74023,100913.56,0.912323,9.536743e-07,1,3.81503,2.99192,11.3778,0.33326,February,2023,2,18:00:00,Thursday
3058,PZ,2.7767248030179332,271.60352,189.54692,101156.94,1.0,4.7683716e-07,1,13.2606,11.2812,16.133,0.40442,February,2023,3,00:00:00,Friday
3059,PZ,3.812959805783514,272.3098,297.1338,100546.625,1.0,0.00021743774,1,13.5693,11.9845,16.074,0.38559,February,2023,3,06:00:00,Friday
3060,PZ,7.574010508142243,276.88892,1059.1187,99393.375,1.0,0.0021104813,1,11.9,9.35545,25.6716,0.42975,February,2023,3,12:00:00,Friday
3061,PZ,6.4537435462385,276.79443,1087.1465,99632.5,1.0,0.00030088425,1,7.27286,5.69136,12.5335,0.35711,February,2023,3,18:00:00,Friday
3062,PZ,9.712002304416943,273.51,1041.0034,100260.94,1.0,0.00062179565,1,1.90467,1.44704,4.86164,0.3318,February,2023,4,00:00:00,Saturday
3063,PZ,4.676165897015241,271.75415,571.7095,101704.31,0.0,0.0,1,6.23296,5.65253,7.56692,0.30519,February,2023,4,06:00:00,Saturday
3064,PZ,5.557640568199615,274.45386,1323.9954,102202.56,0.48641968,7.772446e-05,1,3.76828,2.66588,8.62961,0.30046,February,2023,4,12:00:00,Saturday
3065,PZ,4.792667342422125,271.81445,755.37744,102490.375,0.2657776,0.0,1,5.89581,4.83005,7.20404,0.3373,February,2023,4,18:00:00,Saturday
3066,PZ,3.199603492635187,270.65698,308.24976,102683.44,0.0,0.0,1,6.84037,5.92012,6.62836,0.32678,February,2023,5,00:00:00,Sunday
3067,PZ,2.228694149798653,267.94385,98.31717,102745.94,0.012481689,0.0,1,10.8987,9.7381,17.8135,0.35895,February,2023,5,06:00:00,Sunday
3068,PZ,0.68472670260629,273.37354,729.8711,102746.31,0.96209717,4.2915344e-06,1,13.3258,12.2995,6.76748,0.34966,February,2023,5,12:00:00,Sunday
3069,PZ,1.8511567368750086,271.3943,37.87259,102809.5,0.9782715,0.0,1,16.2009,12.5076,44.9935,0.37352,February,2023,5,18:00:00,Sunday
3070,PZ,1.583196669097912,269.375,107.44968,102914.56,1.0,0.0,1,69.0705,66.0153,37.4945,0.97663,February,2023,6,00:00:00,Monday
3071,PZ,1.2341902178029052,269.33936,137.83568,102825.75,0.9941406,4.7683716e-07,1,56.0872,53.4236,34.5009,0.42181,February,2023,6,06:00:00,Monday
3072,PZ,1.026029094647216,273.29272,916.0298,102885.31,0.78512573,0.0,1,35.8219,29.6819,20.3328,0.29198,February,2023,6,12:00:00,Monday
3073,PZ,0.9135088140261577,269.90234,16.83522,103047.5,0.10180664,0.0,1,31.2427,18.2683,62.2425,0.57249,February,2023,6,18:00:00,Monday
3074,PZ,1.9425465864177105,267.65576,69.96048,103140.81,0.121032715,0.0,1,62.1631,55.3392,48.671,0.82348,February,2023,7,00:00:00,Tuesday
3075,PZ,1.9927041412059994,269.0708,147.2887,103094.81,0.8420105,1.4305115e-06,1,49.463,47.1953,35.4612,0.49532,February,2023,7,06:00:00,Tuesday
3076,PZ,1.7866164825614506,274.19067,632.3955,103093.31,0.9979553,9.536743e-06,1,45.9878,37.8534,45.1077,0.45307,February,2023,7,12:00:00,Tuesday
3077,PZ,0.45601192878186864,271.6277,13.363169,103130.69,0.817688,0.0,1,27.1051,21.0936,38.5102,0.40735,February,2023,7,18:00:00,Tuesday
3078,PZ,1.3503387242523797,271.3313,64.00731,103262.94,0.7661438,8.106232e-06,1,26.7761,24.7371,19.2319,0.40368,February,2023,8,00:00:00,Wednesday
3079,PZ,1.9219301604909425,270.5852,322.3562,103362.44,0.8598633,4.7683716e-07,0,40.1491,37.562,12.5127,0.39921,February,2023,8,06:00:00,Wednesday
3080,PZ,3.0278436211811686,274.00073,764.5254,103377.81,0.1402893,0.0,1,19.2778,16.1127,9.20858,0.34719,February,2023,8,12:00:00,Wednesday
3081,PZ,2.5982303517907206,270.9231,230.12724,103163.94,0.3767395,0.0,1,28.5609,25.9674,18.0556,0.40555,February,2023,8,18:00:00,Wednesday
3082,PZ,3.4781139133719017,268.55322,310.01978,102892.875,0.069366455,0.0,1,59.9608,57.5236,35.1221,0.4253,February,2023,9,00:00:00,Thursday
3083,PZ,3.6857456498961945,267.39014,251.2366,102504.69,0.0062561035,0.0,0,51.397,49.868,30.0255,0.42418,February,2023,9,06:00:00,Thursday
3084,PZ,3.318836921228178,275.9131,531.75635,102301.875,0.1937561,0.0,1,34.013,29.8058,13.617,0.39686,February,2023,9,12:00:00,Thursday
