,time,latitude,longitude,number,step,surface,valid_time,u10,v10,t2m,blh,sp,tcc
0,2022-01-01 00:00:00,52.5,17.0,0,0 days,0.0,2022-01-01 00:00:00,5.818466,-0.93959045,283.89478,766.70337,100318.06,1.0
1,2022-01-01 06:00:00,52.5,17.0,0,0 days,0.0,2022-01-01 06:00:00,5.1296387,-1.1964722,283.35474,739.4568,100606.81,1.0
2,2022-01-01 12:00:00,52.5,17.0,0,0 days,0.0,2022-01-01 12:00:00,4.4141083,-1.7865906,283.81885,566.6677,100978.75,1.0
3,2022-01-01 18:00:00,52.5,17.0,0,0 days,0.0,2022-01-01 18:00:00,1.2306061,-0.97102356,281.57715,76.13675,101257.06,1.0
4,2022-01-02 00:00:00,52.5,17.0,0,0 days,0.0,2022-01-02 00:00:00,1.1145325,1.8551941,282.21436,100.07416,101128.75,1.0
5,2022-01-02 06:00:00,52.5,17.0,0,0 days,0.0,2022-01-02 06:00:00,2.4956512,3.7424164,280.25513,359.66943,100597.375,1.0
6,2022-01-02 12:00:00,52.5,17.0,0,0 days,0.0,2022-01-02 12:00:00,5.5904236,2.607254,282.94287,600.4387,100145.375,1.0
7,2022-01-02 18:00:00,52.5,17.0,0,0 days,0.0,2022-01-02 18:00:00,6.080673,3.4737244,283.48682,892.62964,99623.25,0.4725952
8,2022-01-03 00:00:00,52.5,17.0,0,0 days,0.0,2022-01-03 00:00:00,7.159836,0.8714752,283.4646,1271.8704,99519.06,0.98999023
9,2022-01-03 06:00:00,52.5,17.0,0,0 days,0.0,2022-01-03 06:00:00,4.7436066,1.9594879,280.98535,941.301,99296.44,0.9765625
10,2022-01-03 12:00:00,52.5,17.0,0,0 days,0.0,2022-01-03 12:00:00,6.471283,-0.37217712,281.29907,1099.5981,99553.31,0.9703369
11,2022-01-03 18:00:00,52.5,17.0,0,0 days,0.0,2022-01-03 18:00:00,4.8585815,2.4814148,280.2937,797.37524,99512.375,0.58200073
12,2022-01-04 00:00:00,52.5,17.0,0,0 days,0.0,2022-01-04 00:00:00,3.6784973,2.3030548,279.21094,455.3357,99282.56,0.3611145
13,2022-01-04 06:00:00,52.5,17.0,0,0 days,0.0,2022-01-04 06:00:00,1.7323151,2.8061981,277.74194,242.7976,98927.81,1.0
14,2022-01-04 12:00:00,52.5,17.0,0,0 days,0.0,2022-01-04 12:00:00,-0.04307556,2.531021,279.92896,243.55318,98378.25,1.0
15,2022-01-04 18:00:00,52.5,17.0,0,0 days,0.0,2022-01-04 18:00:00,3.1007843,-0.6247101,279.20825,615.7488,98183.81,1.0
16,2022-01-05 00:00:00,52.5,17.0,0,0 days,0.0,2022-01-05 00:00:00,5.235962,0.43397522,278.7942,738.8838,98410.06,1.0
17,2022-01-05 06:00:00,52.5,17.0,0,0 days,0.0,2022-01-05 06:00:00,2.6003418,1.3061218,276.92358,502.5056,98579.69,0.9968872
18,2022-01-05 12:00:00,52.5,17.0,0,0 days,0.0,2022-01-05 12:00:00,5.0186157,2.2000122,276.313,880.0039,98712.06,0.85321045
19,2022-01-05 18:00:00,52.5,17.0,0,0 days,0.0,2022-01-05 18:00:00,4.561554,3.8031158,275.94824,889.8967,98804.625,0.5442505
20,2022-01-06 00:00:00,52.5,17.0,0,0 days,0.0,2022-01-06 00:00:00,6.084488,0.64585876,276.21875,834.28076,98968.875,0.5786133
21,2022-01-06 06:00:00,52.5,17.0,0,0 days,0.0,2022-01-06 06:00:00,5.722107,-2.2902985,273.79614,788.02466,99417.0,0.8363342
