,time,isobaricInhPa,latitude,longitude,number,step,valid_time,t
0,2024-01-01 00:00:00,1000.0,52.5,17.0,0,0 days,2024-01-01 00:00:00,279.21704
1,2024-01-01 00:00:00,925.0,52.5,17.0,0,0 days,2024-01-01 00:00:00,277.26855
2,2024-01-01 06:00:00,1000.0,52.5,17.0,0,0 days,2024-01-01 06:00:00,279.07422
3,2024-01-01 06:00:00,925.0,52.5,17.0,0,0 days,2024-01-01 06:00:00,276.66284
4,2024-01-01 12:00:00,1000.0,52.5,17.0,0,0 days,2024-01-01 12:00:00,279.57788
5,2024-01-01 12:00:00,925.0,52.5,17.0,0,0 days,2024-01-01 12:00:00,276.1089
6,2024-01-01 18:00:00,1000.0,52.5,17.0,0,0 days,2024-01-01 18:00:00,279.09668
7,2024-01-01 18:00:00,925.0,52.5,17.0,0,0 days,2024-01-01 18:00:00,275.42334
8,2024-01-02 00:00:00,1000.0,52.5,17.0,0,0 days,2024-01-02 00:00:00,278.1311
9,2024-01-02 00:00:00,925.0,52.5,17.0,0,0 days,2024-01-02 00:00:00,274.11768
10,2024-01-02 06:00:00,1000.0,52.5,17.0,0,0 days,2024-01-02 06:00:00,278.302
11,2024-01-02 06:00:00,925.0,52.5,17.0,0,0 days,2024-01-02 06:00:00,274.24902
12,2024-01-02 12:00:00,1000.0,52.5,17.0,0,0 days,2024-01-02 12:00:00,278.7881
13,2024-01-02 12:00:00,925.0,52.5,17.0,0,0 days,2024-01-02 12:00:00,275.6006
14,2024-01-02 18:00:00,1000.0,52.5,17.0,0,0 days,2024-01-02 18:00:00,278.8203
15,2024-01-02 18:00:00,925.0,52.5,17.0,0,0 days,2024-01-02 18:00:00,274.2754
16,2024-01-03 00:00:00,1000.0,52.5,17.0,0,0 days,2024-01-03 00:00:00,278.37988
17,2024-01-03 00:00:00,925.0,52.5,17.0,0,0 days,2024-01-03 00:00:00,275.99805
18,2024-01-03 06:00:00,1000.0,52.5,17.0,0,0 days,2024-01-03 06:00:00,282.52246
19,2024-01-03 06:00:00,925.0,52.5,17.0,0,0 days,2024-01-03 06:00:00,279.01245
20,2024-01-03 12:00:00,1000.0,52.5,17.0,0,0 days,2024-01-03 12:00:00,284.0923
21,2024-01-03 12:00:00,925.0,52.5,17.0,0,0 days,2024-01-03 12:00:00,279.36743
22,2024-01-03 18:00:00,1000.0,52.5,17.0,0,0 days,2024-01-03 18:00:00,282.7146
23,2024-01-03 18:00:00,925.0,52.5,17.0,0,0 days,2024-01-03 18:00:00,278.61157
24,2024-01-04 00:00:00,1000.0,52.5,17.0,0,0 days,2024-01-04 00:00:00,281.94287
25,2024-01-04 00:00:00,925.0,52.5,17.0,0,0 days,2024-01-04 00:00:00,278.708
26,2024-01-04 06:00:00,1000.0,52.5,17.0,0,0 days,2024-01-04 06:00:00,280.82056
27,2024-01-04 06:00:00,925.0,52.5,17.0,0,0 days,2024-01-04 06:00:00,276.781
28,2024-01-04 12:00:00,1000.0,52.5,17.0,0,0 days,2024-01-04 12:00:00,279.3911
29,2024-01-04 12:00:00,925.0,52.5,17.0,0,0 days,2024-01-04 12:00:00,274.2202
30,2024-01-04 18:00:00,1000.0,52.5,17.0,0,0 days,2024-01-04 18:00:00,273.24878
31,2024-01-04 18:00:00,925.0,52.5,17.0,0,0 days,2024-01-04 18:00:00,268.09326
32,2024-01-05 00:00:00,1000.0,52.5,17.0,0,0 days,2024-01-05 00:00:00,272.52173
33,2024-01-05 00:00:00,925.0,52.5,17.0,0,0 days,2024-01-05 00:00:00,267.542
34,2024-01-05 06:00:00,1000.0,52.5,17.0,0,0 days,2024-01-05 06:00:00,272.21826
35,2024-01-05 06:00:00,925.0,52.5,17.0,0,0 days,2024-01-05 06:00:00,267.00146
36,2024-01-05 12:00:00,1000.0,52.5,17.0,0,0 days,2024-01-05 12:00:00,272.95996
37,2024-01-05 12:00:00,925.0,52.5,17.0,0,0 days,2024-01-05 12:00:00,268.4751
38,2024-01-05 18:00:00,1000.0,52.5,17.0,0,0 days,2024-01-05 18:00:00,271.8369
39,2024-01-05 18:00:00,925.0,52.5,17.0,0,0 days,2024-01-05 18:00:00,270.14014
40,2024-01-06 00:00:00,1000.0,52.5,17.0,0,0 days,2024-01-06 00:00:00,271.0315
41,2024-01-06 00:00:00,925.0,52.5,17.0,0,0 days,2024-01-06 00:00:00,271.27075
42,2024-01-06 06:00:00,1000.0,52.5,17.0,0,0 days,2024-01-06 06:00:00,270.96216
43,2024-01-06 06:00:00,925.0,52.5,17.0,0,0 days,2024-01-06 06:00:00,271.40063
44,2024-01-06 12:00:00,1000.0,52.5,17.0,0,0 days,2024-01-06 12:00:00,270.9922
45,2024-01-06 12:00:00,925.0,52.5,17.0,0,0 days,2024-01-06 12:00:00,269.21436
46,2024-01-06 18:00:00,1000.0,52.5,17.0,0,0 days,2024-01-06 18:00:00,270.38403
47,2024-01-06 18:00:00,925.0,52.5,17.0,0,0 days,2024-01-06 18:00:00,266.66162
48,2024-01-07 00:00:00,1000.0,52.5,17.0,0,0 days,2024-01-07 00:00:00,268.29272
49,2024-01-07 00:00:00,925.0,52.5,17.0,0,0 days,2024-01-07 00:00:00,264.9629
50,2024-01-07 06:00:00,1000.0,52.5,17.0,0,0 days,2024-01-07 06:00:00,266.18726
51,2024-01-07 06:00:00,925.0,52.5,17.0,0,0 days,2024-01-07 06:00:00,264.35938
52,2024-01-07 12:00:00,1000.0,52.5,17.0,0,0 days,2024-01-07 12:00:00,265.3623
53,2024-01-07 12:00:00,925.0,52.5,17.0,0,0 days,2024-01-07 12:00:00,260.46484
