,time,latitude,longitude,number,step,surface,valid_time,u10,v10,t2m,blh,sp,tcc
0,2024-01-01 00:00:00,51.75,19.5,0,0 days,0.0,2024-01-01 00:00:00,-0.21505737,1.911789,276.62817,94.372345,98493.56,1.0
1,2024-01-01 06:00:00,51.75,19.5,0,0 days,0.0,2024-01-01 06:00:00,1.4333954,0.123931885,276.1277,104.46213,98374.75,1.0
2,2024-01-01 12:00:00,51.75,19.5,0,0 days,0.0,2024-01-01 12:00:00,3.6150055,0.4836731,277.35718,498.55908,98336.81,1.0
3,2024-01-01 18:00:00,51.75,19.5,0,0 days,0.0,2024-01-01 18:00:00,4.4499207,0.1678772,277.01514,557.3059,98451.31,0.8852539
4,2024-01-02 00:00:00,51.75,19.5,0,0 days,0.0,2024-01-02 00:00:00,4.0272064,1.1190796,276.74512,400.03882,98538.06,1.0
5,2024-01-02 06:00:00,51.75,19.5,0,0 days,0.0,2024-01-02 06:00:00,3.3589325,0.83299255,277.19824,509.43115,98536.625,1.0
6,2024-01-02 12:00:00,51.75,19.5,0,0 days,0.0,2024-01-02 12:00:00,0.054092407,2.639145,278.7107,638.7617,98335.875,1.0
7,2024-01-02 18:00:00,51.75,19.5,0,0 days,0.0,2024-01-02 18:00:00,-0.86524963,4.8335114,277.25903,631.3208,97952.375,1.0
8,2024-01-03 00:00:00,51.75,19.5,0,0 days,0.0,2024-01-03 00:00:00,-0.88397217,3.8475647,276.92773,472.41553,97390.81,1.0
9,2024-01-03 06:00:00,51.75,19.5,0,0 days,0.0,2024-01-03 06:00:00,2.427124,3.067047,278.5127,447.13208,97005.75,1.0
10,2024-01-03 12:00:00,51.75,19.5,0,0 days,0.0,2024-01-03 12:00:00,6.368866,0.65057373,281.7771,1215.1726,97129.81,0.7416687
11,2024-01-03 18:00:00,51.75,19.5,0,0 days,0.0,2024-01-03 18:00:00,4.381531,2.866211,280.24536,646.9241,97139.56,0.9206848
12,2024-01-04 00:00:00,51.75,19.5,0,0 days,0.0,2024-01-04 00:00:00,3.6308136,1.9285583,279.64917,508.6621,97070.625,0.9291382
13,2024-01-04 06:00:00,51.75,19.5,0,0 days,0.0,2024-01-04 06:00:00,4.841858,1.5014648,279.69482,788.22314,97066.81,1.0
14,2024-01-04 12:00:00,51.75,19.5,0,0 days,0.0,2024-01-04 12:00:00,6.29599,2.106369,279.94604,999.18823,97139.5,1.0
15,2024-01-04 18:00:00,51.75,19.5,0,0 days,0.0,2024-01-04 18:00:00,7.4988403,-0.0004119873,275.79932,1058.4482,97453.31,0.9653015
16,2024-01-05 00:00:00,51.75,19.5,0,0 days,0.0,2024-01-05 00:00:00,4.0547485,-2.390091,271.34766,1004.833,98338.75,0.85580444
17,2024-01-05 06:00:00,51.75,19.5,0,0 days,0.0,2024-01-05 06:00:00,2.1050873,-0.10621643,270.8152,253.6384,98675.44,0.37127686
18,2024-01-05 12:00:00,51.75,19.5,0,0 days,0.0,2024-01-05 12:00:00,-0.65756226,1.173645,272.05835,418.79248,98762.125,0.9822693
19,2024-01-05 18:00:00,51.75,19.5,0,0 days,0.0,2024-01-05 18:00:00,-4.2951355,0.59706116,271.44434,343.75928,98707.125,1.0
20,2024-01-06 00:00:00,51.75,19.5,0,0 days,0.0,2024-01-06 00:00:00,-4.101715,-0.12277222,270.67432,284.60156,98598.06,1.0
21,2024-01-06 06:00:00,51.75,19.5,0,0 days,0.0,2024-01-06 06:00:00,-3.9423065,-1.3307343,270.9077,288.3369,98663.0,1.0
22,2024-01-06 12:00:00,51.75,19.5,0,0 days,0.0,2024-01-06 12:00:00,-3.7463074,-2.4131927,271.52832,410.03125,98866.69,1.0
23,2024-01-06 18:00:00,51.75,19.5,0,0 days,0.0,2024-01-06 18:00:00,-4.635269,-3.0097504,271.01,549.59424,99137.81,1.0
24,2024-01-07 00:00:00,51.75,19.5,0,0 days,0.0,2024-01-07 00:00:00,-4.255142,-3.7561493,268.7339,538.449,99289.0,0.97869873
25,2024-01-07 06:00:00,51.75,19.5,0,0 days,0.0,2024-01-07 06:00:00,-3.6087494,-4.4172516,266.73047,520.23584,99425.81,1.0
26,2024-01-07 12:00:00,51.75,19.5,0,0 days,0.0,2024-01-07 12:00:00,-2.903305,-4.744171,266.7666,589.13306,99569.56,1.0
27,2024-01-07 18:00:00,51.75,19.5,0,0 days,0.0,2024-01-07 18:00:00,-3.5498047,-4.6578064,265.34033,672.91455,99793.31,1.0
