,time,step,latitude,longitude,number,surface,valid_time,tp
0,2022-12-31 18:00:00,0 days 01:00:00,51.75,19.5,0,0.0,2022-12-31 19:00:00,
1,2022-12-31 18:00:00,0 days 02:00:00,51.75,19.5,0,0.0,2022-12-31 20:00:00,
2,2022-12-31 18:00:00,0 days 03:00:00,51.75,19.5,0,0.0,2022-12-31 21:00:00,
3,2022-12-31 18:00:00,0 days 04:00:00,51.75,19.5,0,0.0,2022-12-31 22:00:00,
4,2022-12-31 18:00:00,0 days 05:00:00,51.75,19.5,0,0.0,2022-12-31 23:00:00,
5,2022-12-31 18:00:00,0 days 06:00:00,51.75,19.5,0,0.0,2023-01-01 00:00:00,0.0
6,2022-12-31 18:00:00,0 days 07:00:00,51.75,19.5,0,0.0,2023-01-01 01:00:00,0.0
7,2022-12-31 18:00:00,0 days 08:00:00,51.75,19.5,0,0.0,2023-01-01 02:00:00,0.0
8,2022-12-31 18:00:00,0 days 09:00:00,51.75,19.5,0,0.0,2023-01-01 03:00:00,0.0
9,2022-12-31 18:00:00,0 days 10:00:00,51.75,19.5,0,0.0,2023-01-01 04:00:00,0.0
10,2022-12-31 18:00:00,0 days 11:00:00,51.75,19.5,0,0.0,2023-01-01 05:00:00,0.0
11,2022-12-31 18:00:00,0 days 12:00:00,51.75,19.5,0,0.0,2023-01-01 06:00:00,0.0
12,2023-01-01 06:00:00,0 days 01:00:00,51.75,19.5,0,0.0,2023-01-01 07:00:00,0.0
13,2023-01-01 06:00:00,0 days 02:00:00,51.75,19.5,0,0.0,2023-01-01 08:00:00,0.0
14,2023-01-01 06:00:00,0 days 03:00:00,51.75,19.5,0,0.0,2023-01-01 09:00:00,0.0
15,2023-01-01 06:00:00,0 days 04:00:00,51.75,19.5,0,0.0,2023-01-01 10:00:00,0.0
16,2023-01-01 06:00:00,0 days 05:00:00,51.75,19.5,0,0.0,2023-01-01 11:00:00,0.0
17,2023-01-01 06:00:00,0 days 06:00:00,51.75,19.5,0,0.0,2023-01-01 12:00:00,0.0
18,2023-01-01 06:00:00,0 days 07:00:00,51.75,19.5,0,0.0,2023-01-01 13:00:00,0.0
19,2023-01-01 06:00:00,0 days 08:00:00,51.75,19.5,0,0.0,2023-01-01 14:00:00,0.0
20,2023-01-01 06:00:00,0 days 09:00:00,51.75,19.5,0,0.0,2023-01-01 15:00:00,0.0
21,2023-01-01 06:00:00,0 days 10:00:00,51.75,19.5,0,0.0,2023-01-01 16:00:00,0.0
22,2023-01-01 06:00:00,0 days 11:00:00,51.75,19.5,0,0.0,2023-01-01 17:00:00,0.0
23,2023-01-01 06:00:00,0 days 12:00:00,51.75,19.5,0,0.0,2023-01-01 18:00:00,0.0
24,2023-01-01 18:00:00,0 days 01:00:00,51.75,19.5,0,0.0,2023-01-01 19:00:00,0.0
25,2023-01-01 18:00:00,0 days 02:00:00,51.75,19.5,0,0.0,2023-01-01 20:00:00,0.0
26,2023-01-01 18:00:00,0 days 03:00:00,51.75,19.5,0,0.0,2023-01-01 21:00:00,0.0
27,2023-01-01 18:00:00,0 days 04:00:00,51.75,19.5,0,0.0,2023-01-01 22:00:00,0.0
28,2023-01-01 18:00:00,0 days 05:00:00,51.75,19.5,0,0.0,2023-01-01 23:00:00,0.0
29,2023-01-01 18:00:00,0 days 06:00:00,51.75,19.5,0,0.0,2023-01-02 00:00:00,0.0
30,2023-01-01 18:00:00,0 days 07:00:00,51.75,19.5,0,0.0,2023-01-02 01:00:00,0.0
31,2023-01-01 18:00:00,0 days 08:00:00,51.75,19.5,0,0.0,2023-01-02 02:00:00,0.0
32,2023-01-01 18:00:00,0 days 09:00:00,51.75,19.5,0,0.0,2023-01-02 03:00:00,0.0
33,2023-01-01 18:00:00,0 days 10:00:00,51.75,19.5,0,0.0,2023-01-02 04:00:00,0.0
34,2023-01-01 18:00:00,0 days 11:00:00,51.75,19.5,0,0.0,2023-01-02 05:00:00,0.0
35,2023-01-01 18:00:00,0 days 12:00:00,51.75,19.5,0,0.0,2023-01-02 06:00:00,0.0
36,2023-01-02 06:00:00,0 days 01:00:00,51.75,19.5,0,0.0,2023-01-02 07:00:00,0.0
37,2023-01-02 06:00:00,0 days 02:00:00,51.75,19.5,0,0.0,2023-01-02 08:00:00,0.0
38,2023-01-02 06:00:00,0 days 03:00:00,51.75,19.5,0,0.0,2023-01-02 09:00:00,0.0
39,2023-01-02 06:00:00,0 days 04:00:00,51.75,19.5,0,0.0,2023-01-02 10:00:00,0.0
40,2023-01-02 06:00:00,0 days 05:00:00,51.75,19.5,0,0.0,2023-01-02 11:00:00,0.0
41,2023-01-02 06:00:00,0 days 06:00:00,51.75,19.5,0,0.0,2023-01-02 12:00:00,0.0
42,2023-01-02 06:00:00,0 days 07:00:00,51.75,19.5,0,0.0,2023-01-02 13:00:00,0.0
43,2023-01-02 06:00:00,0 days 08:00:00,51.75,19.5,0,0.0,2023-01-02 14:00:00,0.0
44,2023-01-02 06:00:00,0 days 09:00:00,51.75,19.5,0,0.0,2023-01-02 15:00:00,0.0
45,2023-01-02 06:00:00,0 days 10:00:00,51.75,19.5,0,0.0,2023-01-02 16:00:00,0.0
46,2023-01-02 06:00:00,0 days 11:00:00,51.75,19.5,0,0.0,2023-01-02 17:00:00,0.0
47,2023-01-02 06:00:00,0 days 12:00:00,51.75,19.5,0,0.0,2023-01-02 18:00:00,0.0
48,2023-01-02 18:00:00,0 days 01:00:00,51.75,19.5,0,0.0,2023-01-02 19:00:00,0.0
49,2023-01-02 18:00:00,0 days 02:00:00,51.75,19.5,0,0.0,2023-01-02 20:00:00,0.0
50,2023-01-02 18:00:00,0 days 03:00:00,51.75,19.5,0,0.0,2023-01-02 21:00:00,0.0
51,2023-01-02 18:00:00,0 days 04:00:00,51.75,19.5,0,0.0,2023-01-02 22:00:00,0.0
52,2023-01-02 18:00:00,0 days 05:00:00,51.75,19.5,0,0.0,2023-01-02 23:00:00,0.0
53,2023-01-02 18:00:00,0 days 06:00:00,51.75,19.5,0,0.0,2023-01-03 00:00:00,0.0
54,2023-01-02 18:00:00,0 days 07:00:00,51.75,19.5,0,0.0,2023-01-03 01:00:00,0.0
55,2023-01-02 18:00:00,0 days 08:00:00,51.75,19.5,0,0.0,2023-01-03 02:00:00,0.0
56,2023-01-02 18:00:00,0 days 09:00:00,51.75,19.5,0,0.0,2023-01-03 03:00:00,0.0
57,2023-01-02 18:00:00,0 days 10:00:00,51.75,19.5,0,0.0,2023-01-03 04:00:00,9.536743e-07
58,2023-01-02 18:00:00,0 days 11:00:00,51.75,19.5,0,0.0,2023-01-03 05:00:00,9.536743e-07
59,2023-01-02 18:00:00,0 days 12:00:00,51.75,19.5,0,0.0,2023-01-03 06:00:00,4.7683716e-07
60,2023-01-03 06:00:00,0 days 01:00:00,51.75,19.5,0,0.0,2023-01-03 07:00:00,4.7683716e-07
61,2023-01-03 06:00:00,0 days 02:00:00,51.75,19.5,0,0.0,2023-01-03 08:00:00,0.0
62,2023-01-03 06:00:00,0 days 03:00:00,51.75,19.5,0,0.0,2023-01-03 09:00:00,9.536743e-07
63,2023-01-03 06:00:00,0 days 04:00:00,51.75,19.5,0,0.0,2023-01-03 10:00:00,9.536743e-07
64,2023-01-03 06:00:00,0 days 05:00:00,51.75,19.5,0,0.0,2023-01-03 11:00:00,4.7683716e-07
65,2023-01-03 06:00:00,0 days 06:00:00,51.75,19.5,0,0.0,2023-01-03 12:00:00,4.7683716e-07
66,2023-01-03 06:00:00,0 days 07:00:00,51.75,19.5,0,0.0,2023-01-03 13:00:00,1.9073486e-06
67,2023-01-03 06:00:00,0 days 08:00:00,51.75,19.5,0,0.0,2023-01-03 14:00:00,3.33786e-06
68,2023-01-03 06:00:00,0 days 09:00:00,51.75,19.5,0,0.0,2023-01-03 15:00:00,1.4305115e-06
69,2023-01-03 06:00:00,0 days 10:00:00,51.75,19.5,0,0.0,2023-01-03 16:00:00,1.4305115e-06
70,2023-01-03 06:00:00,0 days 11:00:00,51.75,19.5,0,0.0,2023-01-03 17:00:00,9.536743e-07
71,2023-01-03 06:00:00,0 days 12:00:00,51.75,19.5,0,0.0,2023-01-03 18:00:00,9.536743e-07
72,2023-01-03 18:00:00,0 days 01:00:00,51.75,19.5,0,0.0,2023-01-03 19:00:00,4.7683716e-07
73,2023-01-03 18:00:00,0 days 02:00:00,51.75,19.5,0,0.0,2023-01-03 20:00:00,1.4305115e-06
74,2023-01-03 18:00:00,0 days 03:00:00,51.75,19.5,0,0.0,2023-01-03 21:00:00,3.33786e-06
75,2023-01-03 18:00:00,0 days 04:00:00,51.75,19.5,0,0.0,2023-01-03 22:00:00,4.2915344e-06
76,2023-01-03 18:00:00,0 days 05:00:00,51.75,19.5,0,0.0,2023-01-03 23:00:00,2.3841858e-06
77,2023-01-03 18:00:00,0 days 06:00:00,51.75,19.5,0,0.0,2023-01-04 00:00:00,6.198883e-06
78,2023-01-03 18:00:00,0 days 07:00:00,51.75,19.5,0,0.0,2023-01-04 01:00:00,5.2452087e-06
79,2023-01-03 18:00:00,0 days 08:00:00,51.75,19.5,0,0.0,2023-01-04 02:00:00,2.861023e-06
80,2023-01-03 18:00:00,0 days 09:00:00,51.75,19.5,0,0.0,2023-01-04 03:00:00,1.4305115e-06
81,2023-01-03 18:00:00,0 days 10:00:00,51.75,19.5,0,0.0,2023-01-04 04:00:00,0.0
82,2023-01-03 18:00:00,0 days 11:00:00,51.75,19.5,0,0.0,2023-01-04 05:00:00,0.0
83,2023-01-03 18:00:00,0 days 12:00:00,51.75,19.5,0,0.0,2023-01-04 06:00:00,0.0
84,2023-01-04 06:00:00,0 days 01:00:00,51.75,19.5,0,0.0,2023-01-04 07:00:00,0.0
85,2023-01-04 06:00:00,0 days 02:00:00,51.75,19.5,0,0.0,2023-01-04 08:00:00,0.0
86,2023-01-04 06:00:00,0 days 03:00:00,51.75,19.5,0,0.0,2023-01-04 09:00:00,0.0
87,2023-01-04 06:00:00,0 days 04:00:00,51.75,19.5,0,0.0,2023-01-04 10:00:00,0.0
88,2023-01-04 06:00:00,0 days 05:00:00,51.75,19.5,0,0.0,2023-01-04 11:00:00,0.0
89,2023-01-04 06:00:00,0 days 06:00:00,51.75,19.5,0,0.0,2023-01-04 12:00:00,0.0
90,2023-01-04 06:00:00,0 days 07:00:00,51.75,19.5,0,0.0,2023-01-04 13:00:00,1.3828278e-05
91,2023-01-04 06:00:00,0 days 08:00:00,51.75,19.5,0,0.0,2023-01-04 14:00:00,0.00013399124
92,2023-01-04 06:00:00,0 days 09:00:00,51.75,19.5,0,0.0,2023-01-04 15:00:00,0.00060129166
93,2023-01-04 06:00:00,0 days 10:00:00,51.75,19.5,0,0.0,2023-01-04 16:00:00,0.0012316704
94,2023-01-04 06:00:00,0 days 11:00:00,51.75,19.5,0,0.0,2023-01-04 17:00:00,0.00091171265
95,2023-01-04 06:00:00,0 days 12:00:00,51.75,19.5,0,0.0,2023-01-04 18:00:00,0.0013399124
96,2023-01-04 18:00:00,0 days 01:00:00,51.75,19.5,0,0.0,2023-01-04 19:00:00,0.0005207062
97,2023-01-04 18:00:00,0 days 02:00:00,51.75,19.5,0,0.0,2023-01-04 20:00:00,0.00018262863
98,2023-01-04 18:00:00,0 days 03:00:00,51.75,19.5,0,0.0,2023-01-04 21:00:00,0.0002822876
