,time,latitude,longitude,number,step,surface,valid_time,u10,v10,t2m,blh,sp,tcc
0,2023-01-01 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-01 00:00:00,5.823059,4.4214325,287.58032,996.71826,100140.125,0.96554565
1,2023-01-01 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-01 06:00:00,6.047638,3.6570892,287.6958,913.47437,100354.44,0.003112793
2,2023-01-01 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-01 12:00:00,6.5301056,3.0339355,289.02954,1097.8022,100543.25,0.9762573
3,2023-01-01 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-01 18:00:00,4.0303802,1.635086,285.70435,508.1704,100895.5,0.9847717
4,2023-01-02 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-02 00:00:00,0.847702,2.7214966,284.1316,146.41312,100898.31,1.0
5,2023-01-02 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-02 06:00:00,0.16574097,4.6666565,282.71826,265.84937,100578.25,0.70391846
6,2023-01-02 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-02 12:00:00,3.0808105,3.2991333,287.07788,450.20337,100492.56,0.9941406
7,2023-01-02 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-02 18:00:00,4.4187775,3.379074,286.0996,584.96606,100601.56,1.0
8,2023-01-03 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-03 00:00:00,5.010681,-0.25483704,283.208,883.4236,100963.44,1.0
9,2023-01-03 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-03 06:00:00,4.9745636,-0.7432709,280.0498,793.313,101336.81,0.7675476
10,2023-01-03 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-03 12:00:00,5.045059,-0.6421356,279.8557,856.3628,101624.06,0.27612305
11,2023-01-03 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-03 18:00:00,3.1465454,-0.14402771,275.49976,549.6477,101817.69,0.43203735
12,2023-01-04 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-04 00:00:00,1.0130157,1.5231171,272.33887,74.83002,101776.44,0.22982788
13,2023-01-04 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-04 06:00:00,1.1408386,4.4332275,274.36182,319.48413,101317.44,0.76730347
14,2023-01-04 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-04 12:00:00,3.9508057,5.685837,278.19214,956.6953,100507.0,1.0
15,2023-01-04 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-04 18:00:00,7.206909,3.8259583,280.88257,965.26904,99857.5,1.0
16,2023-01-05 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-05 00:00:00,7.3787384,2.977768,282.18408,1220.2168,99451.25,1.0
17,2023-01-05 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-05 06:00:00,7.656067,-0.61001587,281.58765,1165.2888,99446.44,0.7760925
18,2023-01-05 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-05 12:00:00,9.136124,-1.3531494,281.0752,1509.0754,99638.94,0.86813354
19,2023-01-05 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-05 18:00:00,6.217163,-3.225525,277.65918,956.5542,100403.125,1.0
20,2023-01-06 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-06 00:00:00,2.7185974,-2.6963959,276.55786,759.07275,100990.56,0.97302246
21,2023-01-06 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-06 06:00:00,-0.9474182,1.430481,273.87085,39.307602,101137.625,0.9831238
22,2023-01-06 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-06 12:00:00,-1.7615662,4.5453796,276.0315,419.06226,100749.0,1.0
23,2023-01-06 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-06 18:00:00,5.117386,0.8848877,279.63354,742.8279,100514.44,1.0
24,2023-01-07 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-07 00:00:00,2.4708252,0.509079,278.18115,239.34064,100850.06,0.8876953
25,2023-01-07 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-07 06:00:00,1.5648499,1.5663452,276.18384,97.597595,100860.31,0.93273926
26,2023-01-07 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-07 12:00:00,0.8420105,2.3813477,280.55493,244.96797,100774.94,0.9302063
27,2023-01-07 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-07 18:00:00,-1.364151,2.2698212,278.72266,119.17352,100604.56,0.973114
28,2023-01-08 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-08 00:00:00,-1.9730225,2.885849,276.7959,182.27773,100304.31,0.98999023
29,2023-01-08 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-08 06:00:00,-0.58525085,3.740738,275.8606,234.21393,100065.75,0.98516846
30,2023-01-08 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-08 12:00:00,-0.66864014,3.6486511,279.96558,345.18555,99787.125,1.0
31,2023-01-08 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-08 18:00:00,-0.10221863,3.3123016,278.00586,244.63623,99614.875,1.0
32,2023-01-09 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-09 00:00:00,-0.6913147,2.6873322,276.39648,124.5975,99338.56,0.1543274
33,2023-01-09 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-09 06:00:00,-2.365509,1.9251251,275.687,142.038,99068.25,1.0
34,2023-01-09 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-09 12:00:00,0.8439789,1.6807861,277.2317,196.55754,98939.625,0.81936646
35,2023-01-09 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-09 18:00:00,3.8346863,0.020767212,278.7312,713.3799,99222.125,1.0
36,2023-01-10 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-10 00:00:00,1.4685974,1.4017792,276.29053,102.99115,99676.5,1.0
37,2023-01-10 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-10 06:00:00,3.1134644,-0.036117554,276.19946,286.85596,100116.75,1.0
38,2023-01-10 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-10 12:00:00,3.6115417,-1.3724518,278.958,524.2871,100569.5,1.0
39,2023-01-10 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-10 18:00:00,2.39534,0.6580353,277.61646,176.5105,100873.81,0.47488403
40,2023-01-11 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-11 00:00:00,0.8670807,2.8758545,276.71875,143.31718,100872.25,0.52130127
41,2023-01-11 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-11 06:00:00,-0.5354767,5.109543,274.28442,329.4707,100585.81,0.99386597
42,2023-01-11 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-11 12:00:00,0.1937561,5.104233,278.01392,453.70386,100256.81,1.0
43,2023-01-11 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-11 18:00:00,1.8264465,4.2461853,278.67285,579.31177,100074.81,1.0
44,2023-01-12 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-12 00:00:00,3.749466,1.3393402,279.99194,456.6311,100267.31,1.0
45,2023-01-12 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-12 06:00:00,3.1897125,4.4845734,277.7578,619.44824,100286.5,0.07791138
46,2023-01-12 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-12 12:00:00,2.4176025,5.5392456,281.61353,946.01196,100049.375,0.98727417
47,2023-01-12 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-12 18:00:00,4.365204,5.125046,281.46313,926.77124,99845.19,1.0
48,2023-01-13 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-13 00:00:00,3.5168152,4.563202,281.29907,817.4109,99753.75,1.0
49,2023-01-13 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-13 06:00:00,3.9641266,4.495346,281.48218,814.1614,99567.5,1.0
50,2023-01-13 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-13 12:00:00,3.6282196,4.14415,282.59033,794.08203,99619.31,0.8845215
51,2023-01-13 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-13 18:00:00,3.1696472,3.553894,279.80103,588.4697,99816.625,0.11141968
52,2023-01-14 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-14 00:00:00,5.252014,3.4104462,278.7351,881.64624,100037.25,0.015563965
53,2023-01-14 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-14 06:00:00,5.310837,2.5395508,279.53516,1001.90186,100332.5,1.0
54,2023-01-14 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-14 12:00:00,4.186905,3.4632568,281.29565,1114.3718,100402.375,0.5213928
55,2023-01-14 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-14 18:00:00,0.3325653,6.6758423,279.63525,890.6516,99897.56,1.0
56,2023-01-15 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-15 00:00:00,2.1888428,7.361679,279.84863,956.3711,99224.125,1.0
57,2023-01-15 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-15 06:00:00,2.4984589,6.0607452,280.58813,862.48755,98799.19,1.0
58,2023-01-15 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-15 12:00:00,4.1602325,0.3218689,278.76465,857.21704,98996.75,1.0
59,2023-01-15 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-15 18:00:00,4.496628,3.968933,277.64868,971.4634,99191.69,0.94277954
60,2023-01-16 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-16 00:00:00,4.3498535,4.403763,276.25586,872.6592,99186.94,0.0093688965
61,2023-01-16 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-16 06:00:00,1.5511627,3.8777313,274.958,349.47656,99067.81,0.7376404
62,2023-01-16 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-16 12:00:00,-1.8908539,3.569687,278.60205,427.48486,98646.875,0.0
63,2023-01-16 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-16 18:00:00,-3.2494507,4.002884,275.75635,505.0149,98221.875,0.7145386
64,2023-01-17 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-17 00:00:00,-3.708252,2.4427185,274.96948,344.0515,97692.81,1.0
65,2023-01-17 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-17 06:00:00,1.0828705,4.857773,275.5349,513.69556,97470.06,0.21713257
66,2023-01-17 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-17 12:00:00,2.8121796,4.609619,278.75464,1083.4021,97698.75,0.6611023
67,2023-01-17 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-17 18:00:00,1.1858826,1.7107239,274.49023,115.316376,98042.125,0.0
68,2023-01-18 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-18 00:00:00,-1.8527832,0.306427,271.09863,36.924713,98230.31,0.6385193
69,2023-01-18 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-18 06:00:00,-3.1490173,-1.5944214,273.0,208.85625,98180.56,1.0
70,2023-01-18 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-18 12:00:00,-0.7181549,-2.9113464,273.864,273.34204,98236.375,1.0
71,2023-01-18 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-18 18:00:00,1.5634918,-1.3139648,273.31372,71.26668,98724.625,0.80200195
72,2023-01-19 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-19 00:00:00,0.44596863,-1.4143372,273.21582,78.613174,99181.5,0.77301025
73,2023-01-19 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-19 06:00:00,1.5407562,-0.81632996,271.7456,109.81081,99447.0,0.9875183
74,2023-01-19 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-19 12:00:00,2.108902,0.6714325,274.1836,313.41943,99616.81,0.090148926
75,2023-01-19 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-19 18:00:00,1.6549377,1.2191315,270.1902,139.41505,99778.31,0.8947754
76,2023-01-20 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-20 00:00:00,0.34835815,1.9339905,268.79785,51.875336,99930.56,1.0
77,2023-01-20 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-20 06:00:00,0.26342773,0.85816956,269.8545,90.683716,100248.5,0.97073364
78,2023-01-20 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-20 12:00:00,-0.8930969,-1.274826,272.52466,474.54395,100588.31,0.9417114
79,2023-01-20 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-20 18:00:00,-1.3594208,-2.3377838,272.15454,368.33398,100971.125,1.0
80,2023-01-21 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-21 00:00:00,-0.91059875,-5.05217,272.0891,509.0249,101084.19,1.0
81,2023-01-21 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-21 06:00:00,-1.3523712,-6.7994385,273.03784,844.1653,101089.75,1.0
82,2023-01-21 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-21 12:00:00,-2.6793518,-6.3444214,273.71265,1014.4678,100937.75,1.0
83,2023-01-21 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-21 18:00:00,-4.2509613,-4.080261,273.89062,688.85645,101140.31,1.0
84,2023-01-22 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-22 00:00:00,-3.7350616,-3.0287476,274.42236,516.5781,101539.06,0.9875183
85,2023-01-22 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-22 06:00:00,-3.2364197,-2.0841675,274.10718,449.1128,101722.31,1.0
86,2023-01-22 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-22 12:00:00,-4.0658264,-2.1023712,273.8203,482.2942,101928.125,1.0
87,2023-01-22 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-22 18:00:00,-3.4917603,-2.1203308,273.9004,442.73413,102158.625,1.0
88,2023-01-23 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-23 00:00:00,-2.0699615,-1.2281494,273.719,317.39844,102405.375,1.0
89,2023-01-23 06:00:00,52.5,17.0,0,0 days,0.0,2023-01-23 06:00:00,-1.9750977,-2.2386017,272.7793,274.4353,102578.69,0.9366455
90,2023-01-23 12:00:00,52.5,17.0,0,0 days,0.0,2023-01-23 12:00:00,-1.4800568,-1.7825012,273.85547,332.48242,102778.94,1.0
91,2023-01-23 18:00:00,52.5,17.0,0,0 days,0.0,2023-01-23 18:00:00,-2.2524414,-2.1000366,273.53467,326.1123,102843.0,0.9564209
92,2023-01-24 00:00:00,52.5,17.0,0,0 days,0.0,2023-01-24 00:00:00,-2.0041351,-1.6165161,272.917,228.57808,102877.31,0.97546387
